,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,mean_time
3215,40.0,3.0,51260.0,5.0,18.0,20.0,2.0,18.0,1.0,12.0,8.61
3216,53.0,7.0,28590.0,3.0,18.0,32.0,2.0,5.0,1.0,3.0,6.81
3217,41.0,6.0,102390.0,3.0,24.0,23.0,3.0,21.0,12.0,6.0,7.72
3218,60.0,8.0,53290.0,8.0,20.0,10.0,3.0,2.0,2.0,2.0,6.59
3219,27.0,29.0,43250.0,1.0,14.0,9.0,2.0,9.0,1.0,7.0,7.4
3220,41.0,3.0,72600.0,1.0,16.0,22.0,2.0,22.0,2.0,10.0,6.22
3221,50.0,9.0,23220.0,7.0,25.0,4.0,0.0,2.0,2.0,2.0,7.4
3222,28.0,2.0,20750.0,7.0,18.0,10.0,0.0,7.0,3.0,7.0,8.1
3223,36.0,10.0,41520.0,9.0,19.0,10.0,3.0,8.0,0.0,5.0,6.01
3224,38.0,1.0,96190.0,4.0,13.0,10.0,2.0,1.0,0.0,0.0,9.79
3225,44.0,8.0,135030.0,2.0,12.0,9.0,6.0,5.0,1.0,4.0,6.09
3226,47.0,27.0,54410.0,9.0,22.0,28.0,6.0,22.0,11.0,13.0,8.28
3227,30.0,8.0,52090.0,7.0,14.0,10.0,3.0,8.0,7.0,7.0,7.52
3228,29.0,1.0,106730.0,1.0,13.0,1.0,2.0,1.0,0.0,0.0,6.44
3229,42.0,10.0,50100.0,6.0,21.0,7.0,3.0,2.0,2.0,2.0,9.95
3230,43.0,26.0,135490.0,3.0,11.0,7.0,3.0,2.0,2.0,2.0,7.09
3231,34.0,2.0,49990.0,3.0,12.0,10.0,2.0,5.0,4.0,3.0,6.4
3232,23.0,13.0,42210.0,1.0,11.0,5.0,4.0,4.0,0.0,2.0,7.83
3233,39.0,2.0,138720.0,9.0,12.0,12.0,3.0,8.0,3.0,6.0,6.31
3234,56.0,2.0,20420.0,7.0,12.0,30.0,6.0,10.0,1.0,1.0,7.12
3235,40.0,9.0,20730.0,0.0,14.0,5.0,3.0,4.0,2.0,3.0,8.8
3236,27.0,10.0,29560.0,8.0,13.0,9.0,6.0,7.0,0.0,7.0,7.49
3237,29.0,20.0,29260.0,1.0,15.0,2.0,3.0,2.0,2.0,2.0,7.09
3238,53.0,9.0,48090.0,2.0,18.0,19.0,2.0,2.0,2.0,2.0,6.28
3239,35.0,5.0,51630.0,2.0,18.0,16.0,4.0,1.0,0.0,0.0,7.13
3240,32.0,4.0,188440.0,1.0,19.0,10.0,3.0,10.0,4.0,7.0,7.78
3241,38.0,10.0,181720.0,6.0,12.0,6.0,5.0,1.0,0.0,1.0,10.9
3242,34.0,20.0,57440.0,3.0,19.0,7.0,4.0,0.0,0.0,0.0,6.18
3243,52.0,21.0,28890.0,1.0,11.0,34.0,2.0,34.0,1.0,16.0,6.0
3244,33.0,1.0,28710.0,1.0,17.0,10.0,2.0,10.0,7.0,8.0,10.02
3245,25.0,8.0,74840.0,1.0,15.0,6.0,3.0,6.0,1.0,4.0,7.71
3246,45.0,2.0,60740.0,0.0,14.0,9.0,2.0,8.0,3.0,1.0,5.99
3247,23.0,23.0,173280.0,1.0,17.0,2.0,2.0,2.0,0.0,2.0,8.02
3248,47.0,4.0,27740.0,4.0,13.0,8.0,2.0,5.0,1.0,3.0,10.03
3249,34.0,12.0,45050.0,1.0,12.0,6.0,3.0,6.0,1.0,4.0,7.77
3250,55.0,7.0,74280.0,5.0,12.0,24.0,2.0,5.0,1.0,4.0,8.03
3251,36.0,7.0,116310.0,1.0,18.0,10.0,2.0,10.0,0.0,9.0,7.42
3252,52.0,1.0,97380.0,0.0,18.0,5.0,2.0,4.0,1.0,2.0,7.2
3253,26.0,2.0,28350.0,3.0,11.0,5.0,2.0,2.0,2.0,0.0,7.12
3254,29.0,10.0,169590.0,4.0,14.0,11.0,5.0,8.0,1.0,1.0,6.3
3255,26.0,15.0,26130.0,6.0,19.0,6.0,2.0,4.0,1.0,2.0,6.16
3256,34.0,14.0,61460.0,2.0,12.0,10.0,3.0,4.0,1.0,3.0,6.22
3257,54.0,18.0,49630.0,9.0,15.0,9.0,2.0,5.0,1.0,4.0,8.91
3258,27.0,13.0,195370.0,0.0,12.0,5.0,5.0,4.0,1.0,1.0,6.84
3259,37.0,2.0,61720.0,0.0,11.0,6.0,1.0,5.0,4.0,3.0,9.53
3260,38.0,2.0,23680.0,6.0,11.0,17.0,3.0,15.0,4.0,12.0,10.8
3261,34.0,2.0,103120.0,1.0,12.0,6.0,2.0,6.0,1.0,3.0,6.85
3262,35.0,5.0,16750.0,1.0,16.0,3.0,6.0,3.0,0.0,2.0,7.78
3263,30.0,20.0,25230.0,3.0,13.0,7.0,2.0,2.0,0.0,2.0,7.16
3264,40.0,10.0,65670.0,1.0,13.0,8.0,3.0,8.0,3.0,7.0,6.36
3265,34.0,10.0,47390.0,5.0,24.0,6.0,2.0,3.0,1.0,2.0,7.91
3266,42.0,9.0,92080.0,1.0,15.0,24.0,2.0,24.0,14.0,9.0,7.8
3267,23.0,2.0,45590.0,1.0,18.0,1.0,2.0,0.0,0.0,0.0,7.98
3268,24.0,1.0,81890.0,1.0,14.0,1.0,3.0,1.0,0.0,0.0,6.81
3269,52.0,29.0,29420.0,8.0,11.0,9.0,1.0,5.0,1.0,4.0,6.11
3270,50.0,8.0,49410.0,5.0,11.0,30.0,3.0,4.0,0.0,3.0,6.42
3271,29.0,2.0,106500.0,1.0,13.0,1.0,2.0,1.0,0.0,0.0,10.67
3272,33.0,3.0,59020.0,0.0,12.0,14.0,2.0,13.0,3.0,7.0,7.04
3273,33.0,23.0,86390.0,5.0,16.0,6.0,3.0,3.0,0.0,2.0,7.96
3274,47.0,6.0,63470.0,1.0,14.0,26.0,2.0,26.0,3.0,0.0,9.54
3275,36.0,6.0,42000.0,0.0,22.0,10.0,3.0,9.0,0.0,5.0,7.69
3276,29.0,10.0,34520.0,1.0,11.0,10.0,3.0,10.0,0.0,7.0,7.68
3277,58.0,24.0,43170.0,7.0,17.0,40.0,2.0,31.0,13.0,8.0,8.93
3278,35.0,10.0,26320.0,3.0,13.0,7.0,3.0,2.0,2.0,2.0,7.79
3279,42.0,15.0,46680.0,9.0,18.0,8.0,2.0,4.0,0.0,2.0,10.51
3280,28.0,19.0,32040.0,6.0,16.0,5.0,4.0,2.0,2.0,1.0,6.25
3281,36.0,2.0,27200.0,4.0,14.0,8.0,3.0,5.0,0.0,4.0,6.59
3282,32.0,3.0,171810.0,1.0,14.0,14.0,2.0,14.0,6.0,8.0,8.0
3283,40.0,9.0,22380.0,6.0,14.0,10.0,3.0,1.0,0.0,0.0,6.9
3284,30.0,7.0,14830.0,5.0,13.0,12.0,3.0,0.0,0.0,0.0,9.37
3285,45.0,10.0,56050.0,1.0,12.0,1.0,2.0,1.0,0.0,0.0,6.6
3286,42.0,20.0,72950.0,1.0,15.0,10.0,3.0,9.0,7.0,8.0,7.61
3287,38.0,4.0,23060.0,2.0,19.0,13.0,5.0,4.0,1.0,2.0,7.58
3288,34.0,7.0,23480.0,1.0,14.0,6.0,3.0,5.0,1.0,3.0,6.9
3289,49.0,7.0,89980.0,1.0,14.0,9.0,2.0,9.0,7.0,7.0,6.29
3290,55.0,16.0,43190.0,4.0,11.0,12.0,3.0,9.0,7.0,3.0,6.38
3291,43.0,25.0,61320.0,6.0,13.0,22.0,3.0,4.0,1.0,0.0,7.3
3292,27.0,2.0,33460.0,1.0,21.0,9.0,2.0,9.0,0.0,8.0,10.48
3293,35.0,1.0,108550.0,3.0,13.0,17.0,2.0,8.0,1.0,6.0,7.01
3294,28.0,1.0,22310.0,1.0,12.0,8.0,3.0,8.0,7.0,5.0,9.9
3295,34.0,2.0,23230.0,0.0,17.0,4.0,2.0,3.0,0.0,2.0,6.88
3296,26.0,22.0,20240.0,1.0,23.0,8.0,2.0,8.0,1.0,7.0,8.02
3297,27.0,1.0,27130.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,7.3
3298,51.0,16.0,94390.0,2.0,15.0,29.0,0.0,20.0,4.0,17.0,6.11
3299,44.0,24.0,25660.0,9.0,11.0,10.0,3.0,5.0,2.0,3.0,6.29
3300,25.0,17.0,199260.0,7.0,11.0,6.0,5.0,4.0,0.0,1.0,6.4
3301,33.0,8.0,24510.0,1.0,13.0,9.0,3.0,9.0,0.0,8.0,5.99
3302,35.0,6.0,94190.0,1.0,24.0,6.0,5.0,6.0,1.0,1.0,6.92
3303,36.0,10.0,86860.0,1.0,13.0,18.0,2.0,18.0,4.0,11.0,9.69
3304,32.0,3.0,30380.0,2.0,20.0,8.0,3.0,5.0,0.0,3.0,7.83
3305,30.0,4.0,30580.0,9.0,14.0,10.0,2.0,5.0,0.0,3.0,6.4
3306,53.0,6.0,23250.0,7.0,18.0,35.0,1.0,5.0,0.0,4.0,10.41
3307,45.0,1.0,20880.0,4.0,15.0,18.0,2.0,5.0,0.0,2.0,8.5
3308,32.0,10.0,30720.0,5.0,12.0,9.0,4.0,5.0,1.0,3.0,6.6
3309,52.0,1.0,50060.0,3.0,16.0,31.0,2.0,9.0,0.0,0.0,7.59
3310,37.0,24.0,42570.0,4.0,15.0,9.0,2.0,1.0,0.0,0.0,6.08
3311,28.0,21.0,25000.0,1.0,16.0,6.0,3.0,5.0,0.0,4.0,6.34
3312,22.0,2.0,11020.0,6.0,19.0,4.0,3.0,2.0,2.0,2.0,6.52
3313,44.0,22.0,104530.0,2.0,11.0,10.0,2.0,3.0,0.0,2.0,10.97
3314,42.0,13.0,22880.0,5.0,16.0,8.0,4.0,2.0,2.0,2.0,8.0
3315,36.0,14.0,39290.0,0.0,24.0,6.0,6.0,5.0,0.0,3.0,7.63
3316,25.0,11.0,23110.0,1.0,11.0,5.0,2.0,5.0,0.0,3.0,10.41
3317,35.0,9.0,31400.0,1.0,13.0,17.0,2.0,17.0,5.0,15.0,8.79
3318,35.0,8.0,36900.0,1.0,13.0,10.0,2.0,10.0,7.0,8.0,9.96
3319,32.0,21.0,44500.0,0.0,13.0,4.0,3.0,3.0,0.0,2.0,7.89
3320,25.0,5.0,27560.0,1.0,12.0,5.0,2.0,5.0,0.0,3.0,7.81
3321,49.0,9.0,190330.0,2.0,18.0,7.0,5.0,4.0,0.0,2.0,7.49
3322,24.0,2.0,187220.0,0.0,22.0,6.0,3.0,5.0,3.0,4.0,7.59
3323,32.0,12.0,95470.0,1.0,13.0,10.0,3.0,10.0,5.0,3.0,6.82
3324,38.0,22.0,137340.0,0.0,13.0,3.0,3.0,2.0,1.0,2.0,7.01
3325,42.0,18.0,199990.0,2.0,23.0,17.0,6.0,5.0,1.0,3.0,9.61
3326,31.0,16.0,22790.0,3.0,12.0,8.0,3.0,6.0,0.0,2.0,10.1
3327,29.0,3.0,59160.0,6.0,12.0,5.0,2.0,3.0,0.0,2.0,9.38
3328,53.0,9.0,20890.0,5.0,16.0,28.0,2.0,2.0,2.0,2.0,6.39
3329,35.0,1.0,167920.0,3.0,12.0,16.0,3.0,13.0,4.0,8.0,7.07
3330,37.0,13.0,35640.0,5.0,11.0,10.0,1.0,5.0,0.0,0.0,7.37
3331,53.0,1.0,44250.0,6.0,22.0,33.0,2.0,12.0,3.0,8.0,6.7
3332,43.0,1.0,52650.0,4.0,11.0,12.0,4.0,5.0,2.0,2.0,7.62
3333,47.0,15.0,65530.0,0.0,15.0,8.0,2.0,7.0,7.0,7.0,10.68
3334,37.0,1.0,62610.0,1.0,12.0,10.0,1.0,10.0,0.0,9.0,8.35
3335,50.0,17.0,42980.0,1.0,20.0,31.0,6.0,31.0,14.0,7.0,6.63
3336,39.0,1.0,68040.0,8.0,14.0,13.0,3.0,5.0,0.0,4.0,6.91
3337,33.0,7.0,38150.0,3.0,11.0,7.0,3.0,4.0,0.0,3.0,9.4
3338,32.0,9.0,27410.0,1.0,15.0,1.0,5.0,1.0,0.0,1.0,10.01
3339,29.0,5.0,66730.0,6.0,12.0,8.0,2.0,4.0,0.0,3.0,6.39
3340,44.0,26.0,76390.0,1.0,14.0,8.0,6.0,8.0,7.0,1.0,9.78
3341,28.0,24.0,23280.0,1.0,11.0,4.0,3.0,4.0,0.0,2.0,6.39
3342,58.0,9.0,21530.0,9.0,11.0,3.0,3.0,1.0,0.0,0.0,10.47
3343,43.0,7.0,48760.0,4.0,16.0,4.0,4.0,1.0,0.0,0.0,6.6
3344,20.0,11.0,93960.0,1.0,12.0,2.0,6.0,2.0,0.0,2.0,7.09
3345,21.0,1.0,104000.0,1.0,13.0,1.0,2.0,1.0,0.0,0.0,7.89
3346,36.0,26.0,84740.0,0.0,14.0,17.0,3.0,16.0,4.0,11.0,10.33
3347,47.0,2.0,99810.0,1.0,21.0,3.0,3.0,3.0,1.0,2.0,8.5
3348,22.0,15.0,124900.0,0.0,13.0,4.0,3.0,3.0,0.0,2.0,9.8
3349,41.0,23.0,26570.0,4.0,11.0,10.0,3.0,7.0,1.0,0.0,10.4
3350,28.0,10.0,135910.0,5.0,20.0,6.0,2.0,2.0,2.0,2.0,7.7
3351,39.0,10.0,66960.0,7.0,11.0,8.0,3.0,2.0,2.0,2.0,10.71
3352,27.0,1.0,20580.0,1.0,14.0,1.0,5.0,1.0,0.0,0.0,7.71
3353,34.0,12.0,88650.0,1.0,11.0,1.0,0.0,1.0,1.0,0.0,7.69
3354,42.0,11.0,59400.0,7.0,16.0,10.0,2.0,5.0,0.0,3.0,6.92
3355,33.0,2.0,59140.0,3.0,16.0,6.0,4.0,3.0,0.0,2.0,10.56
3356,58.0,2.0,26220.0,2.0,23.0,24.0,3.0,6.0,0.0,4.0,8.33
3357,31.0,1.0,121850.0,3.0,14.0,13.0,2.0,7.0,5.0,2.0,6.08
3358,35.0,2.0,106090.0,1.0,22.0,10.0,3.0,10.0,0.0,7.0,10.39
3359,49.0,25.0,43450.0,4.0,15.0,29.0,3.0,26.0,1.0,7.0,7.01
3360,48.0,1.0,21770.0,4.0,18.0,13.0,4.0,0.0,0.0,0.0,6.72
3361,31.0,1.0,27930.0,1.0,16.0,9.0,4.0,9.0,0.0,0.0,7.06
3362,36.0,2.0,79180.0,2.0,12.0,8.0,3.0,6.0,0.0,1.0,6.51
3363,38.0,6.0,87890.0,1.0,11.0,15.0,4.0,15.0,5.0,11.0,7.09
3364,32.0,18.0,23890.0,6.0,12.0,5.0,4.0,3.0,0.0,2.0,7.07
3365,25.0,1.0,32120.0,1.0,15.0,1.0,3.0,1.0,0.0,0.0,8.87
3366,40.0,1.0,192320.0,2.0,14.0,11.0,3.0,1.0,0.0,0.0,6.11
3367,26.0,11.0,22670.0,1.0,19.0,7.0,2.0,7.0,0.0,7.0,7.58
3368,41.0,1.0,195170.0,2.0,13.0,20.0,5.0,18.0,2.0,17.0,10.65
3369,36.0,9.0,24360.0,4.0,13.0,16.0,3.0,11.0,3.0,9.0,7.1
3370,19.0,15.0,160640.0,1.0,15.0,1.0,3.0,1.0,0.0,0.0,10.62
3371,20.0,29.0,27070.0,1.0,11.0,1.0,2.0,1.0,0.0,0.0,6.09
3372,31.0,1.0,190680.0,0.0,12.0,10.0,1.0,9.0,8.0,5.0,8.3
3373,40.0,1.0,39310.0,8.0,19.0,3.0,2.0,1.0,0.0,0.0,8.1
3374,32.0,24.0,37300.0,1.0,25.0,8.0,4.0,8.0,6.0,3.0,7.91
3375,36.0,10.0,22320.0,1.0,12.0,16.0,2.0,16.0,3.0,7.0,9.8
3376,33.0,1.0,44650.0,0.0,13.0,6.0,3.0,5.0,1.0,4.0,6.02
3377,37.0,10.0,30720.0,5.0,14.0,17.0,3.0,14.0,11.0,7.0,6.33
3378,45.0,8.0,33190.0,1.0,12.0,9.0,3.0,9.0,0.0,8.0,6.32
3379,29.0,29.0,192020.0,1.0,12.0,3.0,5.0,3.0,0.0,2.0,7.6
3380,35.0,1.0,136750.0,1.0,15.0,5.0,5.0,5.0,1.0,0.0,6.38
3381,52.0,5.0,29110.0,2.0,17.0,26.0,3.0,9.0,7.0,8.0,6.98
3382,58.0,9.0,59570.0,4.0,14.0,7.0,2.0,1.0,0.0,0.0,7.47
3383,53.0,9.0,39200.0,6.0,16.0,22.0,3.0,17.0,15.0,2.0,6.52
3384,30.0,3.0,64340.0,5.0,14.0,10.0,3.0,8.0,7.0,7.0,8.0
3385,38.0,4.0,100480.0,1.0,23.0,6.0,2.0,5.0,1.0,3.0,8.08
3386,35.0,1.0,109380.0,6.0,14.0,12.0,2.0,10.0,0.0,8.0,7.34
3387,39.0,1.0,23400.0,0.0,11.0,9.0,2.0,8.0,0.0,7.0,6.5
3388,40.0,2.0,65450.0,4.0,15.0,22.0,2.0,1.0,0.0,0.0,9.51
3389,47.0,7.0,69310.0,1.0,11.0,20.0,3.0,19.0,2.0,7.0,10.08
3390,36.0,28.0,48980.0,4.0,13.0,12.0,3.0,7.0,0.0,7.0,6.83
3391,31.0,28.0,25930.0,0.0,21.0,4.0,2.0,3.0,1.0,2.0,8.2
3392,33.0,15.0,194360.0,1.0,19.0,10.0,4.0,10.0,6.0,0.0,7.88
3393,29.0,3.0,27230.0,6.0,11.0,3.0,2.0,0.0,0.0,0.0,10.32
3394,33.0,2.0,34790.0,3.0,12.0,5.0,3.0,3.0,0.0,2.0,7.48
3395,45.0,26.0,27940.0,3.0,19.0,8.0,2.0,5.0,0.0,2.0,7.01
3396,50.0,10.0,52490.0,9.0,21.0,32.0,2.0,5.0,1.0,3.0,7.39
3397,33.0,1.0,21760.0,1.0,14.0,6.0,2.0,6.0,1.0,2.0,8.98
3398,41.0,11.0,168720.0,2.0,15.0,21.0,2.0,18.0,0.0,11.0,7.86
3399,27.0,20.0,34850.0,9.0,17.0,4.0,2.0,2.0,2.0,2.0,7.1
3400,45.0,2.0,66440.0,1.0,12.0,9.0,3.0,9.0,0.0,8.0,8.71
3401,47.0,18.0,55820.0,1.0,16.0,9.0,3.0,9.0,0.0,7.0,8.01
3402,30.0,2.0,40000.0,4.0,12.0,7.0,5.0,5.0,0.0,1.0,10.49
3403,50.0,1.0,134960.0,3.0,18.0,22.0,3.0,12.0,1.0,5.0,9.49
3404,38.0,13.0,32100.0,0.0,17.0,3.0,5.0,2.0,0.0,2.0,7.69
3405,46.0,28.0,190450.0,6.0,11.0,13.0,2.0,8.0,0.0,7.0,6.92
3406,24.0,28.0,118490.0,1.0,16.0,5.0,3.0,4.0,3.0,2.0,6.59
3407,35.0,24.0,20700.0,1.0,13.0,5.0,1.0,4.0,0.0,2.0,9.32
3408,31.0,5.0,65020.0,1.0,12.0,4.0,3.0,4.0,0.0,3.0,6.31
3409,18.0,5.0,32300.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,6.33
3410,54.0,23.0,136030.0,8.0,13.0,22.0,2.0,10.0,0.0,8.0,6.6
3411,35.0,6.0,119960.0,1.0,19.0,16.0,3.0,16.0,10.0,1.0,9.6
3412,30.0,4.0,56050.0,0.0,12.0,9.0,0.0,8.0,1.0,7.0,10.12
3413,20.0,2.0,63970.0,1.0,17.0,1.0,3.0,1.0,0.0,0.0,8.32
3414,30.0,8.0,191440.0,0.0,11.0,4.0,3.0,3.0,1.0,2.0,7.59
3415,26.0,1.0,175840.0,1.0,20.0,8.0,2.0,8.0,1.0,3.0,7.9
3416,22.0,8.0,49070.0,1.0,21.0,4.0,2.0,4.0,1.0,1.0,7.31
3417,48.0,2.0,45540.0,2.0,11.0,19.0,3.0,2.0,2.0,2.0,8.02
3418,48.0,3.0,54150.0,7.0,11.0,27.0,1.0,15.0,4.0,8.0,6.5
3419,41.0,2.0,47410.0,6.0,16.0,8.0,3.0,2.0,2.0,1.0,6.91
3420,39.0,2.0,21150.0,1.0,18.0,21.0,3.0,21.0,11.0,8.0,7.14
3421,27.0,3.0,31610.0,0.0,13.0,4.0,0.0,3.0,2.0,2.0,7.31
3422,35.0,24.0,57450.0,1.0,17.0,3.0,4.0,3.0,1.0,2.0,6.88
3423,42.0,23.0,23730.0,6.0,14.0,21.0,3.0,1.0,0.0,0.0,8.01
3424,50.0,27.0,33100.0,4.0,22.0,8.0,3.0,1.0,0.0,0.0,6.23
3425,59.0,16.0,186650.0,3.0,12.0,30.0,3.0,5.0,4.0,3.0,10.12
3426,37.0,15.0,44850.0,5.0,11.0,15.0,2.0,1.0,0.0,0.0,6.6
3427,55.0,26.0,27890.0,3.0,13.0,17.0,2.0,8.0,6.0,7.0,8.6
3428,41.0,19.0,58280.0,1.0,13.0,21.0,0.0,21.0,5.0,10.0,6.3
3429,38.0,24.0,23260.0,8.0,14.0,19.0,3.0,1.0,0.0,0.0,8.41
3430,26.0,21.0,135250.0,8.0,17.0,7.0,4.0,2.0,2.0,2.0,7.71
3431,52.0,5.0,14200.0,1.0,13.0,33.0,2.0,32.0,6.0,9.0,6.01
3432,44.0,16.0,80200.0,3.0,11.0,23.0,2.0,12.0,11.0,11.0,10.9
3433,50.0,2.0,36880.0,0.0,11.0,19.0,3.0,18.0,0.0,13.0,6.48
3434,36.0,2.0,54820.0,1.0,18.0,18.0,3.0,17.0,15.0,14.0,7.8
3435,39.0,11.0,160150.0,1.0,11.0,21.0,3.0,21.0,2.0,8.0,10.8
3436,33.0,9.0,12000.0,0.0,11.0,3.0,3.0,2.0,2.0,2.0,7.58
3437,45.0,7.0,56610.0,3.0,12.0,26.0,2.0,9.0,1.0,1.0,7.39
3438,32.0,15.0,69290.0,9.0,20.0,10.0,6.0,8.0,7.0,7.0,7.18
3439,34.0,6.0,96130.0,0.0,12.0,16.0,5.0,15.0,0.0,9.0,7.11
3440,59.0,5.0,56740.0,3.0,12.0,14.0,6.0,6.0,0.0,4.0,8.11
3441,45.0,16.0,54840.0,1.0,20.0,6.0,6.0,6.0,0.0,4.0,6.69
3442,53.0,8.0,120610.0,2.0,20.0,30.0,2.0,15.0,6.0,12.0,7.78
3443,36.0,7.0,56600.0,7.0,12.0,9.0,3.0,1.0,0.0,0.0,6.07
3444,26.0,2.0,48210.0,6.0,14.0,6.0,2.0,3.0,1.0,2.0,8.2
3445,34.0,2.0,64100.0,1.0,13.0,1.0,5.0,1.0,0.0,0.0,9.21
3446,28.0,10.0,52100.0,1.0,15.0,1.0,1.0,1.0,0.0,0.0,7.79
3447,38.0,9.0,26950.0,3.0,14.0,8.0,4.0,2.0,2.0,2.0,7.59
3448,50.0,5.0,118780.0,2.0,13.0,29.0,2.0,8.0,7.0,7.0,9.58
3449,37.0,1.0,170680.0,3.0,23.0,8.0,6.0,4.0,0.0,1.0,7.28
3450,40.0,2.0,24550.0,1.0,15.0,8.0,2.0,7.0,7.0,5.0,6.09
3451,26.0,3.0,139640.0,1.0,11.0,5.0,1.0,5.0,1.0,3.0,7.71
3452,46.0,2.0,49410.0,9.0,13.0,23.0,2.0,2.0,2.0,2.0,7.38
3453,54.0,5.0,24780.0,6.0,11.0,13.0,0.0,9.0,7.0,0.0,7.61
3454,56.0,1.0,52280.0,2.0,11.0,18.0,4.0,5.0,0.0,3.0,6.92
3455,36.0,4.0,44780.0,0.0,18.0,15.0,3.0,14.0,7.0,8.0,6.63
3456,55.0,2.0,75470.0,7.0,16.0,31.0,2.0,9.0,6.0,2.0,6.1
3457,43.0,25.0,50550.0,5.0,22.0,18.0,2.0,1.0,0.0,0.0,7.89
3458,20.0,8.0,34640.0,1.0,20.0,2.0,3.0,2.0,0.0,2.0,9.08
3459,21.0,1.0,57750.0,1.0,18.0,1.0,2.0,1.0,1.0,0.0,6.6
3460,46.0,12.0,89430.0,8.0,12.0,19.0,6.0,16.0,1.0,7.0,10.99
3461,51.0,23.0,192720.0,9.0,20.0,18.0,2.0,10.0,2.0,7.0,8.7
3462,28.0,19.0,52380.0,1.0,17.0,10.0,4.0,10.0,1.0,9.0,7.38
3463,26.0,5.0,46820.0,1.0,11.0,6.0,3.0,5.0,1.0,3.0,7.52
3464,30.0,8.0,183000.0,0.0,14.0,7.0,6.0,6.0,0.0,2.0,6.19
3465,41.0,1.0,52570.0,1.0,14.0,10.0,2.0,10.0,0.0,8.0,7.91
3466,38.0,5.0,63490.0,0.0,11.0,20.0,3.0,19.0,1.0,9.0,7.32
3467,40.0,1.0,48690.0,4.0,12.0,14.0,2.0,11.0,11.0,1.0,7.9
3468,27.0,11.0,99850.0,1.0,14.0,3.0,3.0,3.0,1.0,2.0,7.99
3469,55.0,23.0,36970.0,3.0,13.0,23.0,1.0,3.0,1.0,2.0,6.68
3470,28.0,1.0,74570.0,3.0,11.0,10.0,1.0,8.0,1.0,7.0,6.56
3471,44.0,18.0,21190.0,9.0,15.0,24.0,3.0,20.0,3.0,6.0,6.18
3472,33.0,23.0,39830.0,4.0,12.0,9.0,3.0,3.0,1.0,2.0,6.36
3473,35.0,7.0,61180.0,0.0,21.0,9.0,3.0,8.0,4.0,7.0,9.82
3474,33.0,1.0,62140.0,1.0,19.0,14.0,3.0,13.0,3.0,8.0,7.78
3475,28.0,1.0,63470.0,1.0,15.0,4.0,2.0,4.0,2.0,2.0,6.73
3476,34.0,29.0,115100.0,0.0,14.0,7.0,5.0,6.0,0.0,4.0,6.67
3477,37.0,7.0,71430.0,2.0,21.0,8.0,6.0,1.0,0.0,0.0,10.62
3478,25.0,25.0,82680.0,1.0,12.0,7.0,3.0,7.0,5.0,6.0,10.94
3479,26.0,8.0,80950.0,1.0,15.0,1.0,3.0,1.0,0.0,0.0,7.83
3480,33.0,8.0,29040.0,4.0,13.0,5.0,2.0,2.0,2.0,2.0,10.2
3481,42.0,11.0,60320.0,0.0,14.0,23.0,2.0,22.0,13.0,7.0,6.82
3482,28.0,7.0,29760.0,1.0,14.0,1.0,3.0,1.0,0.0,0.0,6.3
3483,50.0,1.0,159920.0,3.0,14.0,5.0,3.0,0.0,0.0,0.0,10.51
3484,33.0,9.0,46490.0,0.0,12.0,4.0,2.0,3.0,0.0,2.0,8.02
3485,34.0,1.0,26960.0,3.0,23.0,6.0,3.0,0.0,0.0,0.0,7.08
3486,48.0,2.0,23700.0,2.0,11.0,27.0,3.0,5.0,2.0,1.0,6.17
3487,45.0,1.0,125040.0,1.0,12.0,15.0,2.0,15.0,4.0,12.0,6.01
3488,52.0,1.0,59740.0,7.0,18.0,18.0,6.0,8.0,4.0,0.0,7.99
3489,38.0,6.0,47360.0,0.0,11.0,9.0,3.0,8.0,2.0,7.0,10.69
3490,29.0,8.0,52960.0,4.0,14.0,11.0,3.0,7.0,1.0,7.0,6.33
3491,28.0,1.0,67810.0,0.0,15.0,10.0,2.0,9.0,1.0,7.0,6.9
3492,46.0,6.0,21740.0,3.0,11.0,23.0,3.0,12.0,4.0,9.0,6.39
3493,38.0,7.0,66530.0,7.0,20.0,10.0,2.0,1.0,0.0,0.0,7.41
3494,43.0,5.0,96990.0,8.0,19.0,18.0,3.0,8.0,0.0,1.0,7.08
3495,39.0,1.0,67550.0,7.0,14.0,21.0,2.0,18.0,11.0,5.0,7.18
3496,40.0,1.0,22130.0,1.0,17.0,21.0,4.0,20.0,4.0,9.0,6.02
3497,21.0,1.0,26100.0,1.0,11.0,2.0,3.0,2.0,2.0,2.0,10.47
3498,39.0,6.0,28510.0,9.0,15.0,9.0,2.0,5.0,0.0,3.0,6.19
3499,36.0,1.0,34520.0,2.0,13.0,18.0,4.0,11.0,0.0,9.0,7.2
3500,31.0,7.0,52580.0,0.0,14.0,3.0,5.0,2.0,2.0,2.0,6.6
3501,28.0,2.0,93550.0,0.0,11.0,6.0,4.0,5.0,0.0,4.0,7.49
3502,35.0,9.0,104960.0,1.0,13.0,5.0,2.0,5.0,0.0,2.0,6.62
3503,49.0,2.0,63800.0,6.0,23.0,22.0,1.0,9.0,2.0,3.0,7.22
