EmployeeID,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,mean_time,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,StockOptionLevel,resignationReason,retirementType
3325,38.0,22.0,137340.0,0.0,13.0,3.0,3.0,2.0,1.0,2.0,7.01,Travel_Rarely,Sales,2,Medical,Male,1,Sales Executive,Married,4,3,2.0,2.0,3.0,0,Others,Resignation
3326,42.0,18.0,199990.0,2.0,23.0,17.0,6.0,5.0,1.0,3.0,9.61,Travel_Rarely,Research & Development,1,Technical Degree,Female,2,Research Scientist,Married,3,4,3.0,4.0,2.0,1,Others,Resignation
3327,31.0,16.0,22790.0,3.0,12.0,8.0,3.0,6.0,0.0,2.0,10.1,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Sales Executive,Married,3,3,4.0,4.0,3.0,1,Others,Resignation
3328,29.0,3.0,59160.0,6.0,12.0,5.0,2.0,3.0,0.0,2.0,9.38,Travel_Rarely,Sales,3,Marketing,Male,3,Laboratory Technician,Divorced,3,3,2.0,3.0,3.0,0,Others,Resignation
3329,53.0,9.0,20890.0,5.0,16.0,28.0,2.0,2.0,2.0,2.0,6.39,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Representative,Married,2,3,1.0,4.0,3.0,0,Others,Resignation
3330,35.0,1.0,167920.0,3.0,12.0,16.0,3.0,13.0,4.0,8.0,7.07,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Married,4,3,4.0,2.0,3.0,1,Others,Resignation
3331,37.0,13.0,35640.0,5.0,11.0,10.0,1.0,5.0,0.0,0.0,7.37,Travel_Frequently,Research & Development,4,Life Sciences,Female,3,Human Resources,Married,1,3,3.0,4.0,3.0,0,Others,Resignation
3332,53.0,1.0,44250.0,6.0,22.0,33.0,2.0,12.0,3.0,8.0,6.7,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Executive,Single,4,4,4.0,4.0,3.0,1,Others,Resignation
3333,43.0,1.0,52650.0,4.0,11.0,12.0,4.0,5.0,2.0,2.0,7.62,Travel_Frequently,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,3,3,4.0,4.0,2.0,1,Others,Resignation
3334,47.0,15.0,65530.0,0.0,15.0,8.0,2.0,7.0,7.0,7.0,10.68,Travel_Rarely,Sales,4,Marketing,Female,3,Research Director,Married,3,3,3.0,4.0,3.0,0,Others,Resignation
3335,37.0,1.0,62610.0,1.0,12.0,10.0,1.0,10.0,0.0,9.0,8.35,Non-Travel,Research & Development,5,Medical,Female,2,Research Scientist,Single,3,3,1.0,2.0,3.0,0,Others,Resignation
3336,50.0,17.0,42980.0,1.0,20.0,31.0,6.0,31.0,14.0,7.0,6.63,Non-Travel,Research & Development,3,Medical,Female,1,Laboratory Technician,Divorced,3,4,1.0,1.0,3.0,1,Others,Resignation
3337,39.0,1.0,68040.0,8.0,14.0,13.0,3.0,5.0,0.0,4.0,6.91,Travel_Rarely,Research & Development,3,Other,Female,3,Human Resources,Married,2,3,4.0,4.0,3.0,1,Others,Resignation
3338,33.0,7.0,38150.0,3.0,11.0,7.0,3.0,4.0,0.0,3.0,9.4,Travel_Rarely,Sales,3,Life Sciences,Male,2,Manufacturing Director,Divorced,3,3,4.0,2.0,4.0,1,Others,Resignation
3339,32.0,9.0,27410.0,1.0,15.0,1.0,5.0,1.0,0.0,1.0,10.01,Travel_Rarely,Research & Development,1,Medical,Female,1,Laboratory Technician,Single,2,3,1.0,4.0,1.0,1,Salary,Resignation
3340,29.0,5.0,66730.0,6.0,12.0,8.0,2.0,4.0,0.0,3.0,6.39,Travel_Rarely,Research & Development,4,Life Sciences,Female,4,Healthcare Representative,Divorced,4,3,1.0,4.0,3.0,1,Others,Resignation
3341,44.0,26.0,76390.0,1.0,14.0,8.0,6.0,8.0,7.0,1.0,9.78,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Married,3,3,2.0,1.0,3.0,0,Others,Resignation
3342,28.0,24.0,23280.0,1.0,11.0,4.0,3.0,4.0,0.0,2.0,6.39,Travel_Rarely,Sales,5,Life Sciences,Female,1,Research Scientist,Single,3,3,1.0,4.0,3.0,2,Others,Resignation
3343,58.0,9.0,21530.0,9.0,11.0,3.0,3.0,1.0,0.0,0.0,10.47,Travel_Frequently,Sales,2,Technical Degree,Male,1,Sales Executive,Divorced,3,3,4.0,4.0,2.0,0,Others,Resignation
3344,43.0,7.0,48760.0,4.0,16.0,4.0,4.0,1.0,0.0,0.0,6.6,Travel_Rarely,Sales,4,Marketing,Male,2,Sales Executive,Divorced,3,3,1.0,2.0,4.0,2,Others,Resignation
3345,20.0,11.0,93960.0,1.0,12.0,2.0,6.0,2.0,0.0,2.0,7.09,Travel_Rarely,Research & Development,3,Medical,Male,2,Sales Executive,Single,1,3,3.0,3.0,2.0,0,Salary,Resignation
3346,21.0,1.0,104000.0,1.0,13.0,1.0,2.0,1.0,0.0,0.0,7.89,Travel_Rarely,Research & Development,3,Medical,Male,2,Sales Executive,Single,3,3,4.0,4.0,2.0,1,Others,Resignation
3347,36.0,26.0,84740.0,0.0,14.0,17.0,3.0,16.0,4.0,11.0,10.33,Travel_Rarely,Research & Development,4,Medical,Male,1,Laboratory Technician,Married,3,3,3.0,4.0,2.0,0,Others,Resignation
3348,47.0,2.0,99810.0,1.0,21.0,3.0,3.0,3.0,1.0,2.0,8.5,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Single,3,4,4.0,4.0,2.0,1,Others,Resignation
3349,22.0,15.0,124900.0,0.0,13.0,4.0,3.0,3.0,0.0,2.0,9.8,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Married,3,3,2.0,3.0,4.0,0,Others,Resignation
3350,41.0,23.0,26570.0,4.0,11.0,10.0,3.0,7.0,1.0,0.0,10.4,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Sales Executive,Divorced,4,3,2.0,4.0,2.0,0,Stress,Resignation
3351,28.0,10.0,135910.0,5.0,20.0,6.0,2.0,2.0,2.0,2.0,7.7,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Manager,Divorced,3,4,3.0,3.0,3.0,1,Others,Resignation
3352,39.0,10.0,66960.0,7.0,11.0,8.0,3.0,2.0,2.0,2.0,10.71,Travel_Rarely,Research & Development,4,Life Sciences,Female,4,Human Resources,Married,3,3,4.0,1.0,1.0,0,Others,Resignation
3353,27.0,1.0,20580.0,1.0,14.0,1.0,5.0,1.0,0.0,0.0,7.71,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,Single,3,3,2.0,3.0,3.0,1,Others,Resignation
3354,34.0,12.0,88650.0,1.0,11.0,1.0,0.0,1.0,1.0,0.0,7.69,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Human Resources,Divorced,3,3,2.0,2.0,3.0,1,Others,Resignation
3355,42.0,11.0,59400.0,7.0,16.0,10.0,2.0,5.0,0.0,3.0,6.92,Travel_Rarely,Sales,1,Technical Degree,Male,2,Human Resources,Single,2,3,3.0,3.0,3.0,0,Others,Resignation
3356,33.0,2.0,59140.0,3.0,16.0,6.0,4.0,3.0,0.0,2.0,10.56,Travel_Rarely,Sales,3,Marketing,Female,1,Sales Executive,Single,3,3,3.0,1.0,3.0,1,Others,Resignation
3357,58.0,2.0,26220.0,2.0,23.0,24.0,3.0,6.0,0.0,4.0,8.33,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Scientist,Divorced,3,4,3.0,2.0,3.0,0,Others,Resignation
3358,31.0,1.0,121850.0,3.0,14.0,13.0,2.0,7.0,5.0,2.0,6.08,Travel_Rarely,Sales,3,Life Sciences,Female,1,Sales Representative,Married,3,3,2.0,3.0,4.0,0,Others,Resignation
3359,35.0,2.0,106090.0,1.0,22.0,10.0,3.0,10.0,0.0,7.0,10.39,Travel_Rarely,Research & Development,1,Life Sciences,Male,3,Healthcare Representative,Married,3,4,4.0,4.0,1.0,0,Others,Resignation
3360,49.0,25.0,43450.0,4.0,15.0,29.0,3.0,26.0,1.0,7.0,7.01,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,2,3,1.0,2.0,2.0,0,Others,Resignation
3361,48.0,1.0,21770.0,4.0,18.0,13.0,4.0,0.0,0.0,0.0,6.72,Travel_Rarely,Research & Development,4,Medical,Male,1,Research Scientist,Married,3,3,4.0,3.0,2.0,0,Others,Resignation
3362,31.0,1.0,27930.0,1.0,16.0,9.0,4.0,9.0,0.0,0.0,7.06,Non-Travel,Research & Development,2,Technical Degree,Female,2,Sales Executive,Married,3,3,4.0,3.0,2.0,0,Others,Resignation
3363,36.0,2.0,79180.0,2.0,12.0,8.0,3.0,6.0,0.0,1.0,6.51,Travel_Rarely,Human Resources,4,Technical Degree,Male,1,Sales Executive,Single,2,3,2.0,4.0,3.0,2,Others,Resignation
3364,38.0,6.0,87890.0,1.0,11.0,15.0,4.0,15.0,5.0,11.0,7.09,Travel_Rarely,Sales,3,Other,Male,2,Sales Executive,Married,3,3,4.0,1.0,3.0,3,Others,Resignation
3365,32.0,18.0,23890.0,6.0,12.0,5.0,4.0,3.0,0.0,2.0,7.07,Non-Travel,Sales,3,Marketing,Male,1,Laboratory Technician,Married,2,3,3.0,2.0,3.0,1,Others,Resignation
3366,25.0,1.0,32120.0,1.0,15.0,1.0,3.0,1.0,0.0,0.0,8.87,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Executive,Married,2,3,3.0,2.0,3.0,1,Stress,Resignation
3367,40.0,1.0,192320.0,2.0,14.0,11.0,3.0,1.0,0.0,0.0,6.11,Travel_Rarely,Research & Development,4,Medical,Male,2,Research Scientist,Divorced,3,3,1.0,2.0,2.0,1,Others,Resignation
3368,26.0,11.0,22670.0,1.0,19.0,7.0,2.0,7.0,0.0,7.0,7.58,Travel_Frequently,Sales,3,Marketing,Male,2,Healthcare Representative,Single,2,3,3.0,1.0,3.0,3,Others,Resignation
3369,41.0,1.0,195170.0,2.0,13.0,20.0,5.0,18.0,2.0,17.0,10.65,Travel_Rarely,Research & Development,4,Medical,Male,1,Research Scientist,Single,3,3,4.0,1.0,3.0,0,Others,Resignation
3370,36.0,9.0,24360.0,4.0,13.0,16.0,3.0,11.0,3.0,9.0,7.1,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Single,1,3,3.0,3.0,3.0,0,Others,Resignation
3371,19.0,15.0,160640.0,1.0,15.0,1.0,3.0,1.0,0.0,0.0,10.62,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,3,3,4.0,2.0,4.0,1,Salary,Resignation
3372,20.0,29.0,27070.0,1.0,11.0,1.0,2.0,1.0,0.0,0.0,6.09,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Laboratory Technician,Single,3,3,1.0,1.0,3.0,0,Others,Resignation
3373,31.0,1.0,190680.0,0.0,12.0,10.0,1.0,9.0,8.0,5.0,8.3,Travel_Rarely,Research & Development,4,Life Sciences,Male,4,Research Director,Married,3,3,4.0,4.0,1.0,0,Others,Resignation
3374,40.0,1.0,39310.0,8.0,19.0,3.0,2.0,1.0,0.0,0.0,8.1,Travel_Frequently,Sales,3,Marketing,Male,1,Research Scientist,Divorced,2,3,4.0,2.0,3.0,0,Others,Resignation
3375,32.0,24.0,37300.0,1.0,25.0,8.0,4.0,8.0,6.0,3.0,7.91,Travel_Rarely,Research & Development,3,Life Sciences,Male,4,Laboratory Technician,Married,3,4,3.0,1.0,4.0,1,Others,Resignation
3376,36.0,10.0,22320.0,1.0,12.0,16.0,2.0,16.0,3.0,7.0,9.8,Travel_Rarely,Research & Development,3,Medical,Male,3,Sales Executive,Married,3,3,3.0,4.0,3.0,1,Stress,Resignation
3377,33.0,1.0,44650.0,0.0,13.0,6.0,3.0,5.0,1.0,4.0,6.02,Travel_Rarely,Research & Development,4,Medical,Female,4,Manufacturing Director,Single,3,3,2.0,4.0,3.0,0,Others,Resignation
3378,37.0,10.0,30720.0,5.0,14.0,17.0,3.0,14.0,11.0,7.0,6.33,Travel_Rarely,Sales,4,Marketing,Female,3,Human Resources,Married,2,3,1.0,3.0,1.0,0,Salary,Resignation
3379,45.0,8.0,33190.0,1.0,12.0,9.0,3.0,9.0,0.0,8.0,6.32,Non-Travel,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,3,3,3.0,2.0,2.0,1,Others,Resignation
3380,29.0,29.0,192020.0,1.0,12.0,3.0,5.0,3.0,0.0,2.0,7.6,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Sales Representative,Married,3,3,3.0,4.0,3.0,0,Others,Resignation
3381,35.0,1.0,136750.0,1.0,15.0,5.0,5.0,5.0,1.0,0.0,6.38,Travel_Rarely,Human Resources,3,Human Resources,Male,3,Laboratory Technician,Married,2,3,3.0,3.0,3.0,3,Others,Resignation
3382,52.0,5.0,29110.0,2.0,17.0,26.0,3.0,9.0,7.0,8.0,6.98,Travel_Rarely,Research & Development,4,Other,Male,1,Laboratory Technician,Married,3,3,4.0,4.0,2.0,2,Others,Resignation
3383,58.0,9.0,59570.0,4.0,14.0,7.0,2.0,1.0,0.0,0.0,7.47,Travel_Rarely,Sales,2,Medical,Female,4,Sales Executive,Single,1,3,4.0,3.0,3.0,1,Stress,Resignation
3384,53.0,9.0,39200.0,6.0,16.0,22.0,3.0,17.0,15.0,2.0,6.52,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Manager,Divorced,3,3,3.0,3.0,4.0,1,Others,Resignation
3385,30.0,3.0,64340.0,5.0,14.0,10.0,3.0,8.0,7.0,7.0,8.0,Travel_Rarely,Sales,4,Marketing,Male,1,Sales Executive,Divorced,2,3,3.0,3.0,4.0,1,Others,Resignation
3386,38.0,4.0,100480.0,1.0,23.0,6.0,2.0,5.0,1.0,3.0,8.08,Non-Travel,Sales,3,Life Sciences,Male,2,Research Director,Single,3,4,3.0,4.0,3.0,1,Others,Resignation
3387,35.0,1.0,109380.0,6.0,14.0,12.0,2.0,10.0,0.0,8.0,7.34,Travel_Rarely,Sales,2,Life Sciences,Female,2,Healthcare Representative,Divorced,1,3,4.0,4.0,3.0,2,Others,Resignation
3388,39.0,1.0,23400.0,0.0,11.0,9.0,2.0,8.0,0.0,7.0,6.5,Travel_Rarely,Sales,1,Marketing,Male,2,Research Scientist,Single,2,3,3.0,3.0,3.0,1,Others,Resignation
3389,40.0,2.0,65450.0,4.0,15.0,22.0,2.0,1.0,0.0,0.0,9.51,Non-Travel,Research & Development,4,Life Sciences,Male,1,Human Resources,Single,3,3,2.0,2.0,2.0,0,Stress,Resignation
3390,47.0,7.0,69310.0,1.0,11.0,20.0,3.0,19.0,2.0,7.0,10.08,Travel_Frequently,Research & Development,4,Life Sciences,Male,3,Sales Executive,Divorced,3,3,3.0,3.0,4.0,0,Others,Resignation
3391,36.0,28.0,48980.0,4.0,13.0,12.0,3.0,7.0,0.0,7.0,6.83,Non-Travel,Sales,1,Life Sciences,Male,2,Research Scientist,Divorced,3,3,1.0,4.0,3.0,1,Others,Resignation
3392,31.0,28.0,25930.0,0.0,21.0,4.0,2.0,3.0,1.0,2.0,8.2,Non-Travel,Research & Development,4,Medical,Male,2,Research Scientist,Single,3,4,3.0,1.0,3.0,0,Salary,Resignation
3393,33.0,15.0,194360.0,1.0,19.0,10.0,4.0,10.0,6.0,0.0,7.88,Non-Travel,Sales,3,Other,Male,4,Research Director,Single,3,3,4.0,3.0,3.0,2,Others,Resignation
3394,29.0,3.0,27230.0,6.0,11.0,3.0,2.0,0.0,0.0,0.0,10.32,Travel_Rarely,Human Resources,5,Life Sciences,Male,1,Sales Executive,Single,2,3,4.0,1.0,3.0,1,Others,Resignation
3395,33.0,2.0,34790.0,3.0,12.0,5.0,3.0,3.0,0.0,2.0,7.48,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Laboratory Technician,Single,3,3,2.0,4.0,3.0,0,Others,Resignation
3396,45.0,26.0,27940.0,3.0,19.0,8.0,2.0,5.0,0.0,2.0,7.01,Travel_Rarely,Research & Development,1,Medical,Female,3,Healthcare Representative,Divorced,3,3,4.0,4.0,3.0,1,Others,Resignation
3397,50.0,10.0,52490.0,9.0,21.0,32.0,2.0,5.0,1.0,3.0,7.39,Travel_Rarely,Sales,1,Life Sciences,Female,1,Manufacturing Director,Divorced,2,4,4.0,4.0,2.0,2,Others,Resignation
3398,33.0,1.0,21760.0,1.0,14.0,6.0,2.0,6.0,1.0,2.0,8.98,Travel_Frequently,Sales,3,Marketing,Male,2,Human Resources,Married,2,3,3.0,2.0,3.0,1,Others,Resignation
3399,41.0,11.0,168720.0,2.0,15.0,21.0,2.0,18.0,0.0,11.0,7.86,Travel_Frequently,Sales,3,Other,Male,1,Laboratory Technician,Divorced,3,3,1.0,3.0,4.0,1,Others,Resignation
3400,27.0,20.0,34850.0,9.0,17.0,4.0,2.0,2.0,2.0,2.0,7.1,Travel_Rarely,Research & Development,4,Other,Male,2,Manufacturing Director,Married,3,3,3.0,2.0,3.0,2,Others,Resignation
3401,45.0,2.0,66440.0,1.0,12.0,9.0,3.0,9.0,0.0,8.0,8.71,Non-Travel,Sales,3,Medical,Female,1,Sales Executive,Married,4,3,4.0,1.0,3.0,0,Others,Resignation
3402,47.0,18.0,55820.0,1.0,16.0,9.0,3.0,9.0,0.0,7.0,8.01,Travel_Rarely,Sales,4,Medical,Female,2,Research Scientist,Single,3,3,4.0,4.0,3.0,0,Others,Resignation
3403,30.0,2.0,40000.0,4.0,12.0,7.0,5.0,5.0,0.0,1.0,10.49,Travel_Rarely,Sales,3,Life Sciences,Male,2,Healthcare Representative,Married,2,3,1.0,3.0,3.0,0,Stress,Resignation
3404,50.0,1.0,134960.0,3.0,18.0,22.0,3.0,12.0,1.0,5.0,9.49,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Sales Executive,Married,3,3,4.0,3.0,3.0,1,Others,Resignation
3405,38.0,13.0,32100.0,0.0,17.0,3.0,5.0,2.0,0.0,2.0,7.69,Travel_Frequently,Research & Development,3,Technical Degree,Male,1,Manufacturing Director,Married,2,3,3.0,3.0,2.0,2,Others,Resignation
3406,46.0,28.0,190450.0,6.0,11.0,13.0,2.0,8.0,0.0,7.0,6.92,Travel_Rarely,Research & Development,3,Medical,Female,3,Human Resources,Divorced,3,3,4.0,3.0,3.0,3,Others,Resignation
3407,24.0,28.0,118490.0,1.0,16.0,5.0,3.0,4.0,3.0,2.0,6.59,Travel_Rarely,Sales,3,Life Sciences,Female,1,Healthcare Representative,Divorced,3,3,4.0,3.0,3.0,1,Others,Resignation
3408,35.0,24.0,20700.0,1.0,13.0,5.0,1.0,4.0,0.0,2.0,9.32,Travel_Rarely,Sales,3,Medical,Male,3,Healthcare Representative,Divorced,2,3,3.0,2.0,1.0,3,Others,Fired
3409,31.0,5.0,65020.0,1.0,12.0,4.0,3.0,4.0,0.0,3.0,6.31,Travel_Frequently,Research & Development,2,Technical Degree,Male,2,Sales Executive,Married,3,3,3.0,1.0,3.0,0,Others,Resignation
3410,18.0,5.0,32300.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,6.33,Non-Travel,Sales,4,Other,Male,2,Manager,Single,3,3,2.0,4.0,3.0,1,Others,Resignation
3411,54.0,23.0,136030.0,8.0,13.0,22.0,2.0,10.0,0.0,8.0,6.6,Travel_Rarely,Sales,3,Medical,Female,1,Laboratory Technician,Married,3,3,3.0,3.0,3.0,1,Others,Resignation
3412,35.0,6.0,119960.0,1.0,19.0,16.0,3.0,16.0,10.0,1.0,9.6,Travel_Rarely,Research & Development,4,Medical,Female,1,Manufacturing Director,Divorced,3,3,3.0,3.0,2.0,2,Others,Resignation
3413,30.0,4.0,56050.0,0.0,12.0,9.0,0.0,8.0,1.0,7.0,10.12,Travel_Rarely,Research & Development,3,Life Sciences,Female,5,Healthcare Representative,Married,2,3,2.0,1.0,2.0,1,Others,Resignation
3414,20.0,2.0,63970.0,1.0,17.0,1.0,3.0,1.0,0.0,0.0,8.32,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Research Scientist,Single,3,3,4.0,1.0,3.0,1,Others,Resignation
3415,30.0,8.0,191440.0,0.0,11.0,4.0,3.0,3.0,1.0,2.0,7.59,Travel_Frequently,Research & Development,4,Medical,Male,1,Sales Executive,Single,3,3,2.0,2.0,3.0,0,Others,Resignation
3416,26.0,1.0,175840.0,1.0,20.0,8.0,2.0,8.0,1.0,3.0,7.9,Travel_Rarely,Sales,3,Marketing,Female,2,Research Scientist,Married,3,4,4.0,4.0,3.0,0,Others,Resignation
3417,22.0,8.0,49070.0,1.0,21.0,4.0,2.0,4.0,1.0,1.0,7.31,Travel_Rarely,Research & Development,3,Other,Male,2,Sales Representative,Married,3,4,2.0,1.0,2.0,1,Others,Resignation
3418,48.0,2.0,45540.0,2.0,11.0,19.0,3.0,2.0,2.0,2.0,8.02,Travel_Rarely,Human Resources,4,Medical,Male,2,Sales Executive,Single,3,3,1.0,3.0,3.0,2,Others,Resignation
3419,48.0,3.0,54150.0,7.0,11.0,27.0,1.0,15.0,4.0,8.0,6.5,Travel_Rarely,Sales,3,Medical,Male,1,Research Director,Single,3,3,3.0,3.0,3.0,1,Others,Resignation
3420,41.0,2.0,47410.0,6.0,16.0,8.0,3.0,2.0,2.0,1.0,6.91,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,3,3,4.0,3.0,3.0,0,Others,Resignation
3421,39.0,2.0,21150.0,1.0,18.0,21.0,3.0,21.0,11.0,8.0,7.14,Travel_Rarely,Sales,3,Life Sciences,Male,3,Human Resources,Married,4,3,4.0,4.0,3.0,0,Others,Resignation
3422,27.0,3.0,31610.0,0.0,13.0,4.0,0.0,3.0,2.0,2.0,7.31,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Human Resources,Married,3,3,1.0,4.0,3.0,2,Others,Resignation
3423,35.0,24.0,57450.0,1.0,17.0,3.0,4.0,3.0,1.0,2.0,6.88,Travel_Rarely,Sales,3,Medical,Male,5,Sales Executive,Divorced,3,3,2.0,4.0,2.0,3,Others,Resignation
3424,42.0,23.0,23730.0,6.0,14.0,21.0,3.0,1.0,0.0,0.0,8.01,Travel_Rarely,Research & Development,4,Other,Male,1,Research Scientist,Married,4,3,4.0,3.0,4.0,1,Others,Resignation
3425,50.0,27.0,33100.0,4.0,22.0,8.0,3.0,1.0,0.0,0.0,6.23,Travel_Rarely,Sales,3,Medical,Male,2,Sales Executive,Married,4,4,1.0,4.0,3.0,1,Others,Resignation
3426,59.0,16.0,186650.0,3.0,12.0,30.0,3.0,5.0,4.0,3.0,10.12,Travel_Rarely,Research & Development,4,Medical,Female,5,Laboratory Technician,Single,2,3,3.0,4.0,3.0,0,Others,Resignation
3427,37.0,15.0,44850.0,5.0,11.0,15.0,2.0,1.0,0.0,0.0,6.6,Travel_Rarely,Sales,3,Marketing,Male,2,Laboratory Technician,Married,4,3,1.0,2.0,1.0,1,Stress,Resignation
3428,55.0,26.0,27890.0,3.0,13.0,17.0,2.0,8.0,6.0,7.0,8.6,Travel_Frequently,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,2,3,3.0,2.0,3.0,1,Others,Resignation
3429,41.0,19.0,58280.0,1.0,13.0,21.0,0.0,21.0,5.0,10.0,6.3,Non-Travel,Research & Development,1,Life Sciences,Male,2,Research Scientist,Divorced,3,3,2.0,3.0,3.0,0,Others,Resignation
3430,38.0,24.0,23260.0,8.0,14.0,19.0,3.0,1.0,0.0,0.0,8.41,Travel_Rarely,Research & Development,2,Other,Female,1,Laboratory Technician,Single,4,3,2.0,4.0,3.0,0,Others,Resignation
3431,26.0,21.0,135250.0,8.0,17.0,7.0,4.0,2.0,2.0,2.0,7.71,Non-Travel,Research & Development,1,Life Sciences,Female,1,Manufacturing Director,Single,2,3,2.0,1.0,3.0,1,Stress,Resignation
3432,52.0,5.0,14200.0,1.0,13.0,33.0,2.0,32.0,6.0,9.0,6.01,Travel_Rarely,Research & Development,4,Medical,Female,4,Human Resources,Married,4,3,1.0,4.0,3.0,1,Others,Fired
3433,44.0,16.0,80200.0,3.0,11.0,23.0,2.0,12.0,11.0,11.0,10.9,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Healthcare Representative,Married,3,3,4.0,4.0,3.0,1,Others,Resignation
3434,50.0,2.0,36880.0,0.0,11.0,19.0,3.0,18.0,0.0,13.0,6.48,Non-Travel,Human Resources,2,Life Sciences,Male,1,Laboratory Technician,Married,2,3,4.0,3.0,3.0,0,Others,Resignation
3435,36.0,2.0,54820.0,1.0,18.0,18.0,3.0,17.0,15.0,14.0,7.8,Travel_Rarely,Sales,4,Technical Degree,Male,4,Sales Executive,Single,3,3,3.0,1.0,3.0,0,Others,Fired
3436,39.0,11.0,160150.0,1.0,11.0,21.0,3.0,21.0,2.0,8.0,10.8,Travel_Frequently,Sales,3,Marketing,Male,1,Sales Executive,Single,4,3,4.0,1.0,3.0,0,Others,Resignation
3437,33.0,9.0,12000.0,0.0,11.0,3.0,3.0,2.0,2.0,2.0,7.58,Non-Travel,Sales,2,Technical Degree,Male,5,Sales Representative,Single,3,3,2.0,4.0,2.0,1,Others,Resignation
3438,45.0,7.0,56610.0,3.0,12.0,26.0,2.0,9.0,1.0,1.0,7.39,Travel_Rarely,Research & Development,2,Other,Male,1,Human Resources,Married,2,3,4.0,4.0,4.0,0,Others,Resignation
3439,32.0,15.0,69290.0,9.0,20.0,10.0,6.0,8.0,7.0,7.0,7.18,Non-Travel,Research & Development,3,Medical,Male,2,Manager,Single,1,4,4.0,3.0,3.0,0,Others,Resignation
3440,34.0,6.0,96130.0,0.0,12.0,16.0,5.0,15.0,0.0,9.0,7.11,Travel_Rarely,Sales,4,Marketing,Male,2,Research Director,Divorced,2,3,2.0,4.0,2.0,1,Others,Resignation
3441,59.0,5.0,56740.0,3.0,12.0,14.0,6.0,6.0,0.0,4.0,8.11,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Married,3,3,2.0,4.0,1.0,0,Others,Resignation
3442,45.0,16.0,54840.0,1.0,20.0,6.0,6.0,6.0,0.0,4.0,6.69,Travel_Rarely,Research & Development,1,Medical,Male,2,Sales Executive,Single,3,4,2.0,2.0,3.0,3,Others,Resignation
3443,53.0,8.0,120610.0,2.0,20.0,30.0,2.0,15.0,6.0,12.0,7.78,Travel_Frequently,Sales,2,Medical,Male,2,Research Scientist,Married,4,4,3.0,2.0,3.0,1,Others,Resignation
3444,36.0,7.0,56600.0,7.0,12.0,9.0,3.0,1.0,0.0,0.0,6.07,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Research Scientist,Divorced,3,3,1.0,3.0,2.0,0,Others,Resignation
3445,26.0,2.0,48210.0,6.0,14.0,6.0,2.0,3.0,1.0,2.0,8.2,Travel_Frequently,Sales,3,Life Sciences,Male,2,Research Scientist,Married,3,3,1.0,1.0,3.0,2,Others,Resignation
3446,34.0,2.0,64100.0,1.0,13.0,1.0,5.0,1.0,0.0,0.0,9.21,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Representative,Married,2,3,3.0,3.0,3.0,1,Others,Resignation
3447,28.0,10.0,52100.0,1.0,15.0,1.0,1.0,1.0,0.0,0.0,7.79,Travel_Rarely,Research & Development,3,Other,Male,2,Sales Representative,Married,4,3,4.0,2.0,3.0,0,Others,Resignation
