,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Attrition,retirementType,resignationReason,mean_time
135,136,3.0,3.0,3.0,34,Non-Travel,Research & Development,28,3,Medical,Male,1,Laboratory Technician,Married,56770,9.0,20,1,6,3,3,1,2,3,4,No,Worked,Worked,6.86
136,137,2.0,1.0,1.0,31,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,3,Sales Executive,Married,21870,1.0,15,1,13,2,13,3,12,2,3,No,Worked,Worked,6.13
137,138,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,0,0,Life Sciences,Male,0,Sales Executive,Married,0,1.0,0,0,0,0,0,0,0,2,3,No,Worked,Worked,7.68
138,139,3.0,3.0,3.0,43,Travel_Rarely,Sales,27,4,Life Sciences,Male,2,Sales Representative,Divorced,39770,4.0,18,1,8,3,5,0,2,3,3,No,Worked,Worked,8.88
139,140,2.0,4.0,3.0,25,Travel_Rarely,Human Resources,7,2,Human Resources,Male,1,Manufacturing Director,Single,86330,1.0,19,1,5,2,5,1,3,4,3,No,Worked,Worked,10.9
140,141,2.0,3.0,3.0,37,Non-Travel,Research & Development,1,3,Medical,Male,3,Laboratory Technician,Married,20080,3.0,22,0,15,5,13,10,7,2,4,No,Worked,Worked,10.69
141,142,4.0,1.0,3.0,31,Travel_Rarely,Research & Development,24,1,Medical,Male,3,Laboratory Technician,Married,44400,1.0,13,1,4,2,4,3,2,3,3,No,Worked,Worked,7.06
142,143,2.0,3.0,3.0,39,Travel_Frequently,Research & Development,26,4,Technical Degree,Female,1,Sales Executive,Divorced,30670,1.0,20,1,21,5,21,1,6,1,4,No,Worked,Worked,9.01
143,144,3.0,1.0,2.0,56,Travel_Frequently,Research & Development,20,4,Life Sciences,Female,3,Sales Executive,Married,53210,9.0,14,0,36,1,7,7,7,3,3,No,Worked,Worked,7.42
144,145,2.0,3.0,3.0,30,Travel_Rarely,Sales,5,4,Medical,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6,2,5,4,4,3,3,No,Worked,Worked,7.59
145,146,2.0,1.0,3.0,41,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,3,Research Scientist,Married,27820,1.0,14,0,10,2,10,0,7,2,3,No,Worked,Worked,6.62
146,147,3.0,1.0,3.0,28,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10,2,10,1,8,2,3,No,Worked,Worked,6.19
147,148,1.0,1.0,3.0,25,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6,3,2,0,2,3,3,Yes,Resignation,Salary,6.47
148,149,4.0,3.0,3.0,52,Travel_Rarely,Research & Development,26,2,Life Sciences,Female,2,Sales Representative,Married,33750,2.0,21,0,28,2,5,0,4,2,4,No,Worked,Worked,8.2
149,150,1.0,4.0,2.0,45,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,50980,3.0,14,1,8,4,2,0,2,3,3,No,Worked,Worked,6.79
150,151,4.0,4.0,1.0,52,Travel_Rarely,Research & Development,12,3,Medical,Male,2,Research Scientist,Married,48780,2.0,11,1,31,3,5,1,4,3,3,No,Worked,Worked,7.3
151,152,1.0,3.0,3.0,42,Travel_Frequently,Sales,10,3,Marketing,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19,0,5,0,2,2,3,No,Worked,Worked,6.82
152,153,3.0,4.0,3.0,30,Travel_Rarely,Sales,25,3,Marketing,Male,1,Sales Executive,Single,24060,2.0,20,1,11,5,5,0,2,3,4,No,Worked,Worked,7.32
153,154,1.0,1.0,1.0,60,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33,4,29,11,10,3,3,No,Worked,Worked,6.16
154,155,3.0,3.0,2.0,46,Travel_Rarely,Sales,19,4,Marketing,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19,5,10,0,8,2,3,No,Worked,Worked,7.61
155,156,4.0,4.0,4.0,42,Travel_Frequently,Research & Development,18,4,Technical Degree,Male,4,Sales Executive,Married,132060,0.0,13,2,7,2,6,0,4,3,3,No,Worked,Worked,6.6
156,157,1.0,2.0,3.0,24,Travel_Rarely,Research & Development,27,2,Medical,Male,1,Research Scientist,Single,104220,1.0,17,1,6,0,5,1,4,2,3,Yes,Resignation,Others,10.65
157,158,4.0,3.0,2.0,34,Travel_Frequently,Research & Development,5,3,Medical,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3,3,2,1,0,3,4,Yes,Resignation,Others,6.2
158,159,4.0,4.0,3.0,38,Travel_Frequently,Sales,3,3,Marketing,Female,2,Sales Executive,Married,49070,1.0,11,1,1,3,1,0,0,3,3,No,Worked,Worked,8.59
159,160,3.0,3.0,3.0,40,Travel_Rarely,Sales,26,4,Marketing,Female,1,Sales Executive,Married,34820,0.0,18,1,21,2,20,1,12,2,3,No,Worked,Worked,6.0
160,161,1.0,4.0,1.0,26,Travel_Rarely,Research & Development,3,2,Medical,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3,2,3,0,2,4,4,No,Worked,Worked,6.28
161,162,3.0,4.0,1.0,30,Non-Travel,Research & Development,15,3,Medical,Female,2,Sales Executive,Married,23800,4.0,18,3,9,2,5,1,4,2,3,No,Worked,Worked,7.91
162,163,2.0,3.0,3.0,29,Travel_Rarely,Research & Development,8,3,Medical,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10,3,10,0,7,3,3,No,Worked,Worked,7.18
163,164,3.0,2.0,4.0,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,3,Research Scientist,Married,17900,5.0,16,1,6,4,2,1,1,2,3,Yes,Resignation,Others,6.65
164,165,1.0,4.0,4.0,19,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Sales Executive,Single,76440,1.0,15,2,1,2,1,0,0,3,3,Yes,Fired,Worked,7.91
165,166,3.0,1.0,3.0,30,Non-Travel,Research & Development,2,4,Life Sciences,Female,3,Research Scientist,Married,51310,0.0,15,1,10,2,9,7,8,3,3,No,Worked,Worked,6.72
166,167,1.0,4.0,2.0,57,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32,3,1,0,0,3,3,No,Worked,Worked,6.29
167,168,2.0,3.0,3.0,50,Travel_Rarely,Sales,10,4,Life Sciences,Female,3,Manager,Married,47870,0.0,12,0,28,3,27,15,7,3,3,No,Worked,Worked,7.18
168,169,3.0,4.0,2.0,30,Non-Travel,Sales,10,2,Life Sciences,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12,3,11,6,7,3,4,No,Worked,Worked,6.29
169,170,3.0,1.0,4.0,60,Travel_Frequently,Research & Development,16,3,Life Sciences,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22,4,18,13,11,3,4,No,Worked,Worked,7.22
170,171,1.0,4.0,3.0,47,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20,2,5,0,4,2,3,No,Worked,Worked,7.81
171,172,1.0,3.0,1.0,46,Travel_Rarely,Sales,4,1,Technical Degree,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26,3,3,0,1,2,4,No,Worked,Worked,6.8
172,173,4.0,3.0,3.0,35,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6,2,5,4,3,3,3,No,Worked,Worked,6.48
173,174,3.0,3.0,3.0,54,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Human Resources,Single,89380,7.0,11,3,19,2,1,0,0,3,3,No,Worked,Worked,7.65
174,175,4.0,3.0,3.0,34,Travel_Rarely,Sales,8,2,Life Sciences,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14,2,7,5,7,4,3,No,Worked,Worked,7.59
175,176,3.0,4.0,3.0,46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15,3,3,1,2,2,3,No,Worked,Worked,9.18
176,177,3.0,2.0,4.0,31,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430,1.0,14,1,13,3,13,0,8,3,3,No,Worked,Worked,6.38
177,178,2.0,3.0,4.0,33,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280,7.0,22,0,15,2,7,7,7,2,4,Yes,Resignation,Others,8.48
178,179,1.0,4.0,3.0,33,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520,7.0,25,0,8,5,4,1,3,3,4,Yes,Resignation,Salary,6.96
179,180,4.0,2.0,3.0,30,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500,0.0,12,1,4,4,3,1,2,3,3,No,Worked,Worked,6.47
180,181,4.0,3.0,3.0,35,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090,4.0,23,1,10,2,8,0,0,1,4,No,Worked,Worked,8.88
181,182,1.0,3.0,3.0,31,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890,3.0,15,2,12,2,1,0,0,2,3,Yes,Resignation,Others,6.59
182,183,2.0,1.0,3.0,34,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010,9.0,22,1,11,5,3,0,2,4,4,Yes,Fired,Worked,11.0
183,184,2.0,3.0,3.0,42,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770,4.0,15,3,8,3,2,2,0,2,3,No,Worked,Worked,7.81
184,185,2.0,4.0,2.0,36,Non-Travel,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,40250,1.0,11,0,10,3,10,9,7,3,3,No,Worked,Worked,7.23
185,186,3.0,3.0,3.0,22,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4,2,2,1,2,3,3,Yes,Resignation,Stress,6.42
186,187,2.0,4.0,3.0,48,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,108540,2.0,14,1,14,6,9,6,7,3,3,No,Worked,Worked,6.78
187,188,1.0,2.0,3.0,55,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Sales Executive,Single,120310,3.0,11,0,37,5,10,7,7,3,3,No,Worked,Worked,7.39
188,189,4.0,4.0,3.0,41,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360,7.0,17,1,16,2,14,1,10,2,3,No,Worked,Worked,6.19
189,190,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Sales Representative,Married,29660,9.0,18,0,15,2,11,6,9,2,3,No,Worked,Worked,6.01
190,191,2.0,3.0,3.0,40,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,2,Laboratory Technician,Single,25710,7.0,14,0,22,1,20,5,13,3,3,No,Worked,Worked,7.3
191,192,3.0,3.0,3.0,39,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910,1.0,16,1,8,3,8,0,7,3,3,No,Worked,Worked,7.06
192,193,2.0,4.0,4.0,31,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420,4.0,13,2,10,2,6,0,5,2,3,No,Worked,Worked,8.73
193,194,4.0,1.0,2.0,42,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900,1.0,14,0,10,3,10,5,8,3,3,No,Worked,Worked,10.81
194,195,4.0,2.0,4.0,45,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040,0.0,23,0,9,2,8,3,7,3,4,No,Worked,Worked,7.41
195,196,3.0,3.0,2.0,26,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8,3,7,1,0,3,3,Yes,Resignation,Salary,9.19
196,197,4.0,4.0,4.0,29,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300,4.0,11,0,8,3,3,1,2,2,3,No,Worked,Worked,7.39
197,198,1.0,3.0,3.0,33,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900,4.0,16,0,10,2,6,0,5,3,3,No,Worked,Worked,7.4
198,199,3.0,4.0,2.0,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Divorced,29090,9.0,14,2,10,2,5,0,1,3,3,No,Worked,Worked,6.71
199,200,2.0,2.0,3.0,18,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680,1.0,18,2,0,4,0,0,0,4,3,Yes,Resignation,Salary,9.23
200,201,3.0,1.0,3.0,40,Non-Travel,Research & Development,1,4,Technical Degree,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20,3,1,0,1,2,3,No,Worked,Worked,6.88
201,202,1.0,3.0,3.0,41,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10,2,8,0,7,2,3,No,Worked,Worked,9.29
202,203,1.0,3.0,3.0,26,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8,3,0,0,0,2,3,No,Worked,Worked,6.02
203,204,1.0,3.0,3.0,35,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260,1.0,15,0,5,2,5,0,3,2,3,No,Worked,Worked,6.33
204,205,4.0,4.0,3.0,34,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10,3,10,5,7,2,3,No,Worked,Worked,6.41
205,206,3.0,4.0,1.0,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1,3,1,0,0,1,4,Yes,Resignation,Salary,8.75
206,207,2.0,4.0,4.0,37,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930,4.0,16,1,12,5,6,1,2,3,3,No,Worked,Worked,7.39
207,208,1.0,3.0,2.0,46,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110,5.0,13,0,28,3,2,1,2,3,3,No,Worked,Worked,6.2
208,209,2.0,1.0,3.0,41,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610,7.0,14,1,22,2,18,11,8,3,3,No,Worked,Worked,7.71
209,210,1.0,2.0,3.0,37,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9,3,9,7,7,3,3,No,Worked,Worked,7.51
210,211,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,0,0,Life Sciences,Male,0,Sales Executive,Married,0,1.0,0,0,0,0,0,0,0,3,3,No,Worked,Worked,9.08
211,212,4.0,3.0,3.0,32,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980,8.0,22,0,6,4,4,1,2,2,4,Yes,Resignation,Salary,5.99
212,213,4.0,4.0,3.0,24,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3,5,2,2,1,2,3,No,Worked,Worked,6.03
213,214,3.0,3.0,3.0,38,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270,3.0,16,1,18,2,1,0,0,3,3,No,Worked,Worked,6.02
214,215,2.0,2.0,2.0,37,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440,6.0,11,2,8,3,6,4,3,3,3,No,Worked,Worked,6.9
215,216,4.0,3.0,3.0,49,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31,2,31,0,9,1,3,No,Worked,Worked,10.78
216,217,2.0,4.0,3.0,24,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070,1.0,15,2,6,2,6,1,4,2,3,No,Worked,Worked,8.98
217,218,1.0,2.0,4.0,26,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940,1.0,14,1,6,6,5,1,4,3,3,No,Worked,Worked,7.38
218,219,4.0,2.0,3.0,24,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1,4,1,0,0,1,3,No,Worked,Worked,6.82
219,220,1.0,2.0,3.0,50,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales Executive,Married,29600,1.0,14,3,32,2,32,10,7,3,3,No,Worked,Worked,6.79
220,221,2.0,3.0,3.0,25,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,190940,1.0,16,0,7,3,7,0,6,2,3,No,Worked,Worked,7.41
221,222,1.0,3.0,3.0,24,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190,1.0,21,0,6,3,6,1,2,3,4,Yes,Fired,Worked,10.82
222,223,2.0,1.0,4.0,30,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1,2,1,0,0,3,3,Yes,Fired,Worked,6.88
223,224,2.0,4.0,3.0,34,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480,1.0,12,1,6,4,6,1,3,3,3,No,Worked,Worked,8.91
224,225,2.0,1.0,1.0,31,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9,2,3,1,2,2,3,Yes,Resignation,Salary,6.68
225,226,1.0,4.0,3.0,35,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960,4.0,17,3,9,3,3,0,2,3,3,No,Worked,Worked,7.92
226,227,1.0,4.0,4.0,31,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13,3,7,5,7,3,3,No,Worked,Worked,6.31
227,228,1.0,3.0,2.0,27,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6,4,5,0,3,3,3,No,Worked,Worked,7.89
228,229,4.0,3.0,2.0,37,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17,3,3,1,0,3,3,No,Worked,Worked,8.88
229,230,4.0,2.0,4.0,20,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1.0,13,2,1,3,1,0,0,1,3,No,Worked,Worked,7.09
230,231,3.0,4.0,3.0,42,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10,5,10,2,2,3,3,No,Worked,Worked,7.49
231,232,2.0,4.0,2.0,43,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21,3,1,0,0,3,3,No,Worked,Worked,8.69
232,233,3.0,1.0,2.0,38,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3.0,17,1,8,5,0,0,0,4,3,No,Worked,Worked,6.8
233,234,4.0,3.0,3.0,43,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10,5,8,4,7,3,3,No,Worked,Worked,9.13
234,235,4.0,1.0,1.0,48,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21,3,3,0,2,4,3,No,Worked,Worked,7.02
235,236,1.0,3.0,4.0,44,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4.0,22,3,10,4,2,0,2,4,4,No,Worked,Worked,6.7
236,237,3.0,3.0,3.0,34,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8,3,8,0,6,2,4,No,Worked,Worked,8.4
237,238,3.0,1.0,3.0,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5,0,4,0,2,3,3,Yes,Resignation,Others,6.48
238,239,3.0,3.0,3.0,21,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1.0,11,1,3,2,3,1,2,1,3,No,Worked,Worked,7.23
239,240,4.0,4.0,4.0,44,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26,2,2,0,1,3,3,No,Worked,Worked,8.69
240,241,1.0,3.0,3.0,22,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3,3,2,2,2,2,3,No,Worked,Worked,6.04
241,242,3.0,3.0,3.0,33,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6,2,5,1,2,3,3,No,Worked,Worked,7.28
242,243,1.0,4.0,2.0,32,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6,3,6,0,5,3,3,No,Worked,Worked,9.38
243,244,3.0,3.0,3.0,30,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1.0,17,0,1,3,1,0,0,3,3,No,Worked,Worked,7.31
244,245,4.0,1.0,4.0,53,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7.0,11,1,18,2,14,8,10,2,3,No,Worked,Worked,7.11
245,246,2.0,4.0,2.0,34,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1.0,12,0,10,0,10,8,8,3,3,No,Worked,Worked,7.44
246,247,1.0,1.0,3.0,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5,5,1,0,0,3,3,Yes,Resignation,Others,7.57
247,248,3.0,4.0,3.0,26,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3,5,3,0,2,4,3,No,Worked,Worked,9.96
248,249,3.0,3.0,3.0,37,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1.0,14,0,10,3,10,7,8,2,3,No,Worked,Worked,6.21
249,250,2.0,3.0,2.0,29,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6,2,6,1,2,3,3,No,Worked,Worked,6.81
250,251,2.0,4.0,3.0,35,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17,3,17,11,8,3,3,No,Worked,Worked,6.66
251,252,3.0,4.0,1.0,33,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15,3,13,4,7,3,4,No,Worked,Worked,7.52
252,253,3.0,2.0,4.0,54,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2.0,19,1,16,4,9,7,1,2,3,No,Worked,Worked,6.41
253,254,2.0,2.0,3.0,36,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13,3,3,0,2,2,3,No,Worked,Worked,10.7
254,255,1.0,4.0,3.0,27,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0.0,14,1,5,3,4,1,1,1,3,No,Worked,Worked,7.0
255,256,4.0,3.0,3.0,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1,2,1,1,1,2,3,Yes,Resignation,Salary,8.63
256,257,1.0,1.0,3.0,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10,3,10,9,7,3,3,Yes,Resignation,Others,10.4
257,258,3.0,3.0,3.0,35,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1.0,19,1,1,2,1,0,0,4,3,No,Worked,Worked,6.73
258,259,1.0,1.0,4.0,23,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5,3,3,0,2,3,3,No,Worked,Worked,7.09
259,260,4.0,2.0,3.0,25,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4,3,3,1,2,3,3,No,Worked,Worked,7.68
260,261,4.0,4.0,3.0,38,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0.0,20,1,8,3,7,0,5,2,4,No,Worked,Worked,6.8
261,262,2.0,4.0,3.0,29,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10,3,10,2,8,2,3,No,Worked,Worked,7.81
262,263,2.0,2.0,3.0,48,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3.0,13,0,12,2,2,2,2,4,3,No,Worked,Worked,7.1
263,264,4.0,4.0,3.0,27,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6,5,6,0,4,3,3,No,Worked,Worked,8.89
264,265,4.0,4.0,3.0,37,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3.0,11,0,4,2,1,0,0,4,3,No,Worked,Worked,7.6
265,266,4.0,3.0,3.0,50,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20,2,20,3,8,4,3,No,Worked,Worked,9.12
266,267,4.0,2.0,4.0,34,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9,2,8,7,7,3,4,No,Worked,Worked,6.82
267,268,1.0,3.0,3.0,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4,3,2,2,0,1,3,Yes,Resignation,Others,7.51
268,269,4.0,3.0,3.0,39,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1.0,14,2,20,2,20,11,10,3,3,No,Worked,Worked,6.71
269,270,4.0,4.0,2.0,32,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1.0,11,0,10,5,10,0,8,1,3,No,Worked,Worked,7.9
270,271,2.0,3.0,3.0,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18,2,4,1,3,2,3,Yes,Resignation,Others,8.21
271,272,2.0,4.0,2.0,38,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0.0,12,1,10,2,9,1,8,2,3,No,Worked,Worked,7.17
272,273,3.0,1.0,3.0,27,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1.0,23,1,9,3,9,0,7,2,4,No,Worked,Worked,6.51
273,274,3.0,4.0,3.0,32,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3.0,14,0,10,6,7,7,7,3,3,No,Worked,Worked,7.93
274,275,4.0,1.0,3.0,47,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2.0,17,0,20,3,7,1,7,3,3,No,Worked,Worked,6.72
275,276,4.0,1.0,3.0,40,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5.0,18,0,20,2,18,1,12,3,3,No,Worked,Worked,8.62
