"EmployeeID";"EnvironmentSatisfaction";"JobSatisfaction";"WorkLifeBalance";"Age";"BusinessTravel";"Department";"DistanceFromHome";"Education";"EducationField";"EmployeeCount";"Gender";"JobLevel";"JobRole";"MaritalStatus";"MonthlyIncome";"NumCompaniesWorked";"PercentSalaryHike";"StandardHours";"StockOptionLevel";"TotalWorkingYears";"TrainingTimesLastYear";"YearsAtCompany";"YearsSinceLastPromotion";"YearsWithCurrManager";"JobInvolvement";"PerformanceRating";"Attrition";"retirementDate";"retirementType";"resignationReason"
4004;"2";"3";"3";47;"Travel_Rarely";"Sales";2;2;"Life Sciences";1;"Female";5;"Manager";"Single";31960;"4";14;8;1;7;3;2;2;0;2;"3";"";"";"";""
4005;"4";"4";"2";46;"Travel_Rarely";"Human Resources";1;3;"Life Sciences";1;"Female";1;"Laboratory Technician";"Divorced";190810;"3";21;8;0;12;2;9;4;7;3;"4";"";"";"";""
4006;"3";"4";"3";28;"Non-Travel";"Research & Development";7;3;"Life Sciences";1;"Male";1;"Sales Executive";"Divorced";89660;"1";16;8;1;3;3;3;2;2;2;"3";"";"";"";""
4007;"4";"3";"3";29;"Travel_Rarely";"Research & Development";16;3;"Medical";1;"Female";1;"Manufacturing Director";"Divorced";22100;"8";11;8;1;11;4;7;1;6;3;"3";"";"";"";""
4008;"4";"3";"3";42;"Travel_Rarely";"Sales";2;4;"Medical";1;"Female";2;"Research Director";"Single";45390;"4";17;8;1;8;5;0;0;0;3;"3";"";"";"";""
4010;"1";"1";"3";46;"Travel_Rarely";"Research & Development";23;1;"Life Sciences";1;"Male";2;"Laboratory Technician";"Divorced";34910;"2";14;8;0;25;0;19;2;8;3;"3";"";"";"";""
4011;"2";"3";"3";27;"Travel_Rarely";"Sales";2;3;"Life Sciences";1;"Female";5;"Research Scientist";"Married";45410;"1";14;8;2;9;4;9;5;8;4;"3";"";"";"";""
4012;"4";"2";"3";29;"Travel_Rarely";"Research & Development";1;2;"Medical";1;"Male";3;"Sales Executive";"Married";26780;"1";25;8;1;1;3;1;0;0;3;"4";"";"";"";""
4013;"1";"3";"3";43;"Travel_Rarely";"Research & Development";1;3;"Life Sciences";1;"Male";1;"Manufacturing Director";"Married";73790;"7";13;8;2;21;3;16;6;14;2;"3";"";"";"";""
4014;"4";"2";"3";48;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Female";2;"Manager";"Married";62720;"4";14;8;0;29;3;22;12;9;2;"3";"";"";"";""
4017;"4";"1";"2";27;"Travel_Frequently";"Research & Development";16;4;"Medical";1;"Male";3;"Healthcare Representative";"Married";49980;"0";20;8;2;8;3;7;7;3;3;"4";"";"";"";""
4018;"4";"4";"3";39;"Travel_Rarely";"Research & Development";2;3;"Technical Degree";1;"Male";3;"Healthcare Representative";"Divorced";102520;"8";13;8;1;7;3;2;2;2;3;"3";"";"";"";""
4019;"2";"4";"4";55;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Female";1;"Human Resources";"Married";27810;"8";13;8;1;19;2;5;0;4;3;"3";"";"";"";""
4020;"2";"2";"3";28;"Travel_Rarely";"Research & Development";29;2;"Life Sciences";1;"Male";2;"Laboratory Technician";"Married";68520;"1";18;8;1;1;2;1;0;0;4;"3";"";"";"";""
4023;"2";"3";"3";36;"Travel_Rarely";"Research & Development";11;3;"Life Sciences";1;"Male";1;"Sales Executive";"Married";131910;"1";14;8;1;10;2;10;1;7;2;"3";"";"";"";""
4024;"2";"3";"3";31;"Travel_Rarely";"Research & Development";2;4;"Life Sciences";1;"Female";5;"Manager";"Divorced";103770;"1";14;8;0;10;2;10;0;2;3;"3";"";"";"";""
4025;"3";"4";"3";34;"Travel_Rarely";"Sales";14;2;"Technical Degree";1;"Female";1;"Sales Executive";"Married";22350;"2";14;8;1;9;2;5;1;0;3;"3";"";"";"";""
4026;"4";"1";"3";29;"Travel_Rarely";"Research & Development";5;5;"Life Sciences";1;"Female";1;"Sales Executive";"Single";105020;"3";12;8;0;11;4;3;1;2;2;"3";"";"";"";""
4027;"4";"1";"3";37;"Travel_Rarely";"Research & Development";7;2;"Medical";1;"Male";1;"Manufacturing Director";"Married";20110;"5";13;8;0;16;4;5;0;4;4;"3";"";"";"";""
4028;"4";"2";"3";35;"Travel_Rarely";"Sales";2;1;"Technical Degree";1;"Male";2;"Laboratory Technician";"Married";18590;"0";25;8;1;4;2;3;0;2;2;"4";"";"";"";""
4029;"2";"4";"2";45;"Travel_Rarely";"Research & Development";3;3;"Medical";1;"Female";2;"Sales Executive";"Married";37600;"0";14;8;1;10;2;9;3;8;2;"3";"";"";"";""
4030;"2";"4";"2";36;"Travel_Frequently";"Research & Development";5;3;"Medical";1;"Female";4;"Manufacturing Director";"Single";177790;"1";17;8;1;10;5;10;0;8;1;"3";"";"";"";""
4031;"1";"NA";"3";40;"Travel_Rarely";"Research & Development";3;3;"Other";1;"Male";1;"Sales Executive";"Divorced";68330;"2";13;8;0;22;3;19;11;16;3;"3";"";"";"";""
4032;"2";"3";"2";26;"Travel_Rarely";"Research & Development";26;2;"Life Sciences";1;"Male";2;"Human Resources";"Married";68120;"1";13;8;0;1;2;1;1;0;2;"3";"";"";"";""
4033;"1";"3";"2";27;"Travel_Rarely";"Research & Development";4;3;"Technical Degree";1;"Male";2;"Manufacturing Director";"Single";51710;"0";20;8;1;9;1;8;0;7;2;"4";"";"";"";""
4034;"4";"4";"3";48;"Travel_Frequently";"Research & Development";2;3;"Life Sciences";1;"Male";2;"Research Director";"Divorced";197400;"3";14;8;0;24;2;22;4;7;4;"3";"";"";"";""
4035;"2";"1";"3";44;"Travel_Rarely";"Sales";1;2;"Medical";1;"Male";4;"Manager";"Married";187110;"2";12;8;1;10;0;2;2;2;3;"3";"";"";"";""
4038;"3";"2";"1";36;"Travel_Rarely";"Research & Development";13;3;"Technical Degree";1;"Female";3;"Healthcare Representative";"Married";25170;"2";14;8;0;12;3;4;1;3;3;"3";"";"";"";""
4039;"3";"2";"3";41;"Travel_Rarely";"Research & Development";5;3;"Life Sciences";1;"Female";1;"Sales Executive";"Married";66230;"5";18;8;0;14;3;5;1;4;3;"3";"";"";"";""
4040;"3";"1";"4";42;"Travel_Rarely";"Research & Development";7;3;"Technical Degree";1;"Female";2;"Sales Executive";"Married";182650;"9";12;8;1;18;4;13;5;7;3;"3";"";"";"";""
4041;"3";"4";"3";31;"Travel_Rarely";"Sales";9;4;"Life Sciences";1;"Female";1;"Sales Executive";"Divorced";161240;"2";23;8;1;8;2;5;1;4;2;"4";"";"";"";""
4042;"4";"4";"2";34;"Travel_Rarely";"Research & Development";8;1;"Life Sciences";1;"Female";3;"Laboratory Technician";"Married";25850;"3";12;8;0;9;5;4;0;1;3;"3";"";"";"";""
4043;"1";"3";"2";31;"Travel_Rarely";"Sales";25;2;"Life Sciences";1;"Female";3;"Manufacturing Director";"Divorced";182130;"8";21;8;2;4;3;2;2;2;4;"4";"";"";"";""
4044;"3";"4";"3";26;"Travel_Frequently";"Sales";16;2;"Life Sciences";1;"Male";2;"Healthcare Representative";"Married";83800;"0";14;8;0;8;3;7;7;7;4;"3";"";"";"";""
4045;"2";"3";"3";45;"Travel_Frequently";"Research & Development";8;4;"Life Sciences";1;"Female";2;"Manager";"Single";29940;"4";18;8;1;12;2;4;0;3;3;"3";"";"";"";""
4046;"2";"3";"2";33;"Travel_Rarely";"Sales";1;3;"Life Sciences";1;"Female";5;"Sales Executive";"Single";12230;"1";13;8;1;10;3;10;0;9;3;"3";"";"";"";""
4047;"3";"4";"3";28;"Travel_Frequently";"Sales";8;3;"Life Sciences";1;"Male";4;"Research Scientist";"Married";11180;"1";11;8;0;7;3;7;0;7;3;"3";"";"";"";""
4049;"1";"3";"3";39;"Non-Travel";"Research & Development";8;5;"Medical";1;"Female";2;"Sales Representative";"Married";188240;"6";19;8;1;10;4;3;1;2;3;"3";"";"";"";""
4050;"2";"2";"2";27;"Travel_Rarely";"Sales";3;2;"Technical Degree";1;"Male";2;"Healthcare Representative";"Married";135770;"1";12;8;1;6;2;5;1;2;3;"3";"";"";"";""
4051;"3";"4";"3";34;"Travel_Frequently";"Research & Development";9;4;"Life Sciences";1;"Female";2;"Manufacturing Director";"Married";26250;"1";12;8;3;16;4;15;6;11;3;"3";"";"";"";""
4053;"3";"2";"4";47;"Non-Travel";"Research & Development";1;4;"Medical";1;"Male";1;"Research Scientist";"Married";45380;"8";11;8;0;16;3;8;1;7;3;"3";"";"";"";""
4054;"4";"1";"3";56;"Travel_Rarely";"Research & Development";4;3;"Technical Degree";1;"Female";2;"Sales Executive";"Married";198470;"4";14;8;0;6;6;0;0;0;3;"3";"";"";"";""
4055;"1";"1";"3";39;"Travel_Rarely";"Research & Development";1;3;"Other";1;"Female";1;"Laboratory Technician";"Married";105120;"1";12;8;1;10;2;10;7;9;3;"3";"";"";"";""
4056;"4";"2";"3";38;"Travel_Frequently";"Research & Development";4;2;"Medical";1;"Female";1;"Manager";"Divorced";44440;"1";13;8;0;20;2;20;0;7;3;"3";"";"";"";""
4057;"4";"4";"2";58;"Travel_Rarely";"Sales";5;3;"Marketing";1;"Male";5;"Sales Representative";"Married";21540;"4";21;8;1;29;3;1;0;0;3;"4";"";"";"";""
4059;"2";"4";"4";38;"Travel_Rarely";"Research & Development";3;4;"Life Sciences";1;"Female";1;"Sales Representative";"Divorced";44900;"2";21;8;1;10;1;5;0;3;3;"4";"";"";"";""
4060;"2";"4";"3";49;"Travel_Frequently";"Sales";11;4;"Life Sciences";1;"Male";2;"Research Scientist";"Married";35060;"3";11;8;1;28;4;5;4;3;2;"3";"";"";"";""
4061;"2";"4";"3";42;"Travel_Rarely";"Sales";1;3;"Life Sciences";1;"Female";1;"Sales Executive";"Divorced";23720;"3";12;8;1;14;3;0;0;0;3;"3";"";"";"";""
4063;"2";"1";"1";35;"Travel_Rarely";"Research & Development";25;1;"Medical";1;"Male";1;"Sales Executive";"Married";54100;"0";18;8;0;6;4;5;0;4;3;"3";"";"";"";""
4064;"3";"3";"2";28;"Non-Travel";"Research & Development";21;1;"Medical";1;"Male";3;"Research Scientist";"Single";79780;"1";16;8;2;5;2;5;1;4;3;"3";"";"";"";""
4065;"3";"1";"4";31;"Non-Travel";"Sales";23;1;"Medical";1;"Male";1;"Sales Executive";"Divorced";38670;"1";11;8;1;4;4;4;2;3;4;"3";"";"";"";""
4066;"1";"2";"3";36;"Non-Travel";"Research & Development";1;3;"Life Sciences";1;"Male";2;"Research Scientist";"Married";28380;"1";19;8;2;5;5;5;0;2;1;"3";"";"";"";""
4067;"1";"4";"2";34;"Travel_Rarely";"Sales";2;3;"Marketing";1;"Male";4;"Healthcare Representative";"Single";46950;"1";16;8;1;14;2;14;2;1;3;"3";"";"";"";""
4068;"4";"3";"2";34;"Travel_Rarely";"Research & Development";19;3;"Technical Degree";1;"Female";1;"Research Director";"Divorced";33390;"1";16;8;0;9;2;8;1;1;2;"3";"";"";"";""
4069;"3";"1";"2";26;"Travel_Rarely";"Research & Development";2;2;"Life Sciences";1;"Male";2;"Research Scientist";"Single";20800;"0";13;8;0;8;6;7;7;6;4;"3";"";"";"";""
4070;"1";"1";"2";29;"Travel_Rarely";"Research & Development";2;4;"Other";1;"Male";2;"Laboratory Technician";"Married";20960;"0";22;8;0;6;2;5;0;2;4;"4";"";"";"";""
4071;"3";"4";"3";32;"Non-Travel";"Research & Development";3;1;"Life Sciences";1;"Male";3;"Manager";"Divorced";62090;"5";17;8;1;9;5;5;1;2;4;"3";"";"";"";""
4072;"4";"1";"3";31;"Travel_Frequently";"Research & Development";25;5;"Technical Degree";1;"Female";2;"Human Resources";"Married";180610;"1";14;8;1;10;2;10;8;7;3;"3";"";"";"";""
4074;"1";"1";"2";38;"Travel_Rarely";"Research & Development";9;2;"Technical Degree";1;"Male";3;"Sales Representative";"Single";23720;"4";12;8;0;20;3;1;0;0;2;"3";"";"";"";""
4075;"3";"4";"3";35;"Travel_Rarely";"Research & Development";5;3;"Life Sciences";1;"Male";2;"Sales Representative";"Married";48830;"1";18;8;1;10;1;10;0;9;1;"3";"";"";"";""
4076;"4";"4";"3";27;"Travel_Rarely";"Sales";2;3;"Life Sciences";1;"Female";1;"Manager";"Single";39040;"1";15;8;0;7;2;7;0;7;3;"3";"";"";"";""
4077;"4";"4";"3";32;"Travel_Rarely";"Research & Development";8;1;"Medical";1;"Female";2;"Research Scientist";"Single";46270;"8";17;8;1;8;2;1;0;0;2;"3";"";"";"";""
4080;"1";"3";"2";54;"Travel_Rarely";"Research & Development";14;3;"Other";1;"Male";3;"Research Scientist";"Married";66740;"3";17;8;1;9;2;4;2;3;3;"3";"";"";"";""
4081;"4";"3";"3";33;"Travel_Frequently";"Research & Development";2;4;"Medical";1;"Female";4;"Sales Executive";"Divorced";168800;"1";14;8;3;9;2;9;2;8;3;"3";"";"";"";""
4082;"1";"3";"3";43;"Travel_Rarely";"Research & Development";3;3;"Medical";1;"Male";1;"Research Scientist";"Married";90940;"1";12;8;1;10;0;10;0;9;3;"3";"";"";"";""
4083;"4";"2";"3";38;"Travel_Frequently";"Research & Development";2;5;"Medical";1;"Female";4;"Sales Executive";"Married";84460;"0";14;8;0;7;3;6;1;2;2;"3";"";"";"";""
4084;"3";"2";"3";55;"Travel_Rarely";"Sales";9;3;"Marketing";1;"Male";2;"Laboratory Technician";"Married";119160;"4";15;8;1;35;3;10;1;4;2;"3";"";"";"";""
4085;"4";"4";"3";31;"Travel_Rarely";"Sales";6;3;"Other";1;"Male";1;"Manufacturing Director";"Divorced";45340;"1";13;8;0;1;2;1;0;0;3;"3";"";"";"";""
4086;"2";"1";"3";39;"Travel_Rarely";"Research & Development";4;3;"Life Sciences";1;"Male";2;"Sales Executive";"Single";98520;"0";12;8;1;21;5;20;11;10;2;"3";"";"";"";""
4087;"4";"3";"3";42;"Non-Travel";"Research & Development";10;4;"Life Sciences";1;"Female";2;"Research Scientist";"Single";61510;"1";13;8;1;20;3;20;3;7;3;"3";"";"";"";""
4088;"3";"3";"4";31;"Non-Travel";"Research & Development";14;2;"Life Sciences";1;"Male";2;"Healthcare Representative";"Married";23020;"4";14;8;0;13;3;11;4;8;3;"3";"";"";"";""
4089;"3";"1";"3";54;"Travel_Rarely";"Research & Development";1;3;"Medical";1;"Female";2;"Human Resources";"Single";23620;"6";13;8;1;9;2;5;1;4;4;"3";"";"";"";""
4090;"2";"3";"2";24;"Travel_Rarely";"Research & Development";5;4;"Other";1;"Male";1;"Manufacturing Director";"Single";178610;"1";11;8;2;4;5;4;1;2;1;"3";"";"";"";""
4091;"4";"4";"4";23;"Travel_Rarely";"Research & Development";7;3;"Life Sciences";1;"Male";2;"Research Scientist";"Single";191870;"1";11;8;1;5;2;5;1;4;3;"3";"";"";"";""
4092;"4";"3";"4";40;"Travel_Frequently";"Research & Development";21;3;"Medical";1;"Female";3;"Research Scientist";"Married";197170;"1";21;8;0;10;1;10;9;4;2;"4";"";"";"";""
4093;"2";"2";"3";40;"Travel_Rarely";"Research & Development";8;1;"Medical";1;"Female";5;"Research Scientist";"Married";35440;"3";18;8;3;15;3;11;5;10;2;"3";"";"";"";""
4094;"3";"2";"3";25;"Travel_Rarely";"Sales";20;5;"Medical";1;"Female";2;"Laboratory Technician";"Married";85000;"4";12;8;0;6;2;2;1;2;3;"3";"";"";"";""
4095;"4";"2";"2";30;"Travel_Rarely";"Human Resources";20;4;"Life Sciences";1;"Male";2;"Research Scientist";"Married";46610;"1";11;8;0;12;3;12;1;7;2;"3";"";"";"";""
4096;"4";"3";"2";25;"Travel_Rarely";"Research & Development";7;2;"Medical";1;"Male";5;"Sales Executive";"Divorced";41030;"6";15;8;1;7;2;2;0;2;3;"3";"";"";"";""
4097;"1";"3";"3";47;"Travel_Rarely";"Research & Development";1;4;"Life Sciences";1;"Male";2;"Sales Executive";"Single";42490;"2";13;8;1;25;2;17;12;11;2;"3";"";"";"";""
4098;"2";"3";"2";33;"Non-Travel";"Research & Development";1;3;"Life Sciences";1;"Male";2;"Research Scientist";"Divorced";140260;"1";12;8;0;1;4;1;0;0;3;"3";"";"";"";""
4099;"4";"2";"3";38;"Travel_Rarely";"Research & Development";19;3;"Life Sciences";1;"Female";2;"Sales Executive";"Married";68930;"0";17;8;0;16;3;15;5;8;3;"3";"";"";"";""
4100;"1";"3";"3";31;"Travel_Rarely";"Research & Development";10;4;"Medical";1;"Female";3;"Sales Executive";"Married";61250;"0";13;8;1;3;3;2;1;2;3;"3";"";"";"";""
4101;"1";"3";"3";38;"Travel_Frequently";"Research & Development";1;4;"Other";1;"Male";2;"Research Scientist";"Married";36690;"2";19;8;0;10;2;8;7;7;3;"3";"";"";"";""
4102;"4";"1";"2";42;"Travel_Rarely";"Research & Development";6;3;"Medical";1;"Male";2;"Laboratory Technician";"Divorced";100080;"6";19;8;1;9;3;4;1;2;1;"3";"";"";"";""
4103;"4";"4";"3";41;"Travel_Rarely";"Sales";2;2;"Medical";1;"Male";1;"Healthcare Representative";"Married";23870;"3";17;8;1;12;1;5;1;0;1;"3";"";"";"";""
4104;"3";"2";"1";47;"Non-Travel";"Research & Development";21;2;"Medical";1;"Male";1;"Sales Executive";"Married";46390;"0";11;8;1;14;2;13;5;12;2;"3";"";"";"";""
4105;"4";"3";"3";35;"Travel_Rarely";"Research & Development";4;3;"Life Sciences";1;"Male";2;"Healthcare Representative";"Married";78980;"7";15;8;0;5;2;2;2;2;2;"3";"";"";"";""
4106;"4";"3";"4";22;"Travel_Rarely";"Human Resources";12;1;"Human Resources";1;"Male";2;"Sales Executive";"Single";25340;"0";11;8;0;4;1;3;1;2;3;"3";"";"";"";""
4107;"2";"3";"3";35;"Travel_Rarely";"Research & Development";9;3;"Medical";1;"Female";2;"Sales Executive";"Single";131420;"1";25;8;2;10;4;10;0;8;3;"4";"";"";"";""
4108;"2";"4";"3";33;"Travel_Rarely";"Sales";3;4;"Medical";1;"Male";3;"Healthcare Representative";"Married";16110;"0";14;8;0;10;2;9;8;1;2;"3";"";"";"";""
4109;"3";"2";"3";32;"Travel_Rarely";"Research & Development";3;2;"Technical Degree";1;"Male";3;"Manufacturing Director";"Single";53630;"1";13;8;0;6;4;6;4;1;3;"3";"";"";"";""
4110;"1";"4";"2";40;"Travel_Rarely";"Research & Development";1;4;"Medical";1;"Male";2;"Research Director";"Married";50710;"8";17;8;1;8;3;1;0;0;2;"3";"";"";"";""
4111;"2";"2";"3";32;"Travel_Rarely";"Research & Development";1;2;"Medical";1;"Male";3;"Sales Executive";"Married";136950;"0";13;8;0;3;3;2;2;2;3;"3";"";"";"";""
4112;"1";"4";"3";39;"Travel_Rarely";"Research & Development";4;4;"Life Sciences";1;"Male";1;"Sales Executive";"Single";134020;"7";14;8;1;18;1;7;1;7;3;"3";"";"";"";""
4113;"2";"3";"3";38;"Travel_Rarely";"Sales";20;4;"Medical";1;"Female";2;"Research Director";"Married";20290;"3";11;8;1;20;3;18;1;11;2;"3";"";"";"";""
4114;"3";"4";"3";32;"Travel_Rarely";"Research & Development";18;3;"Life Sciences";1;"Male";2;"Manager";"Married";63770;"1";12;8;2;14;3;14;5;7;3;"3";"";"";"";""
4115;"3";"4";"3";37;"Travel_Rarely";"Research & Development";1;3;"Life Sciences";1;"Female";4;"Sales Executive";"Married";54290;"1";17;8;1;16;3;16;6;8;3;"3";"";"";"";""
4116;"1";"3";"2";25;"Travel_Rarely";"Research & Development";2;4;"Medical";1;"Female";2;"Manufacturing Director";"Divorced";27850;"0";21;8;0;6;2;5;0;4;3;"4";"";"";"";""
4117;"1";"4";"NA";52;"Non-Travel";"Research & Development";2;4;"Other";1;"Male";1;"Manager";"Divorced";46140;"2";16;8;1;16;3;9;0;0;3;"3";"";"";"";""
4118;"2";"4";"3";44;"Travel_Rarely";"Research & Development";8;1;"Life Sciences";1;"Female";1;"Sales Representative";"Single";26100;"6";15;8;0;6;2;4;1;2;3;"3";"";"";"";""
4119;"3";"1";"3";21;"Travel_Rarely";"Sales";10;5;"Medical";1;"Male";3;"Research Scientist";"Single";66870;"1";19;8;3;2;0;2;1;2;3;"3";"";"";"";""
4120;"4";"4";"2";39;"Non-Travel";"Research & Development";3;4;"Life Sciences";1;"Female";2;"Research Director";"Single";47240;"2";12;8;1;21;4;6;1;3;4;"3";"";"";"";""
4122;"1";"4";"3";36;"Travel_Rarely";"Research & Development";24;3;"Life Sciences";1;"Female";2;"Laboratory Technician";"Married";61200;"0";19;8;0;10;2;9;3;4;3;"3";"";"";"";""
4123;"4";"2";"3";36;"Travel_Frequently";"Research & Development";16;1;"Medical";1;"Male";2;"Sales Executive";"Divorced";105960;"7";15;8;0;18;3;4;0;2;2;"3";"";"";"";""
4124;"3";"3";"2";56;"Non-Travel";"Research & Development";8;1;"Life Sciences";1;"Male";1;"Sales Executive";"Divorced";54670;"1";20;8;0;13;6;13;1;9;2;"4";"";"";"";""
4126;"1";"3";"2";42;"Travel_Rarely";"Research & Development";17;1;"Life Sciences";1;"Male";3;"Research Scientist";"Married";99980;"5";24;8;2;24;3;22;4;14;2;"4";"";"";"";""
4128;"1";"2";"3";41;"Travel_Rarely";"Research & Development";13;4;"Life Sciences";1;"Female";1;"Healthcare Representative";"Married";109200;"0";15;8;1;21;3;20;0;10;4;"3";"";"";"";""
4129;"4";"3";"3";34;"Travel_Rarely";"Sales";1;3;"Medical";1;"Female";1;"Laboratory Technician";"Married";62320;"1";13;8;1;8;3;8;1;7;3;"3";"";"";"";""
4130;"4";"4";"2";36;"Non-Travel";"Sales";1;1;"Medical";1;"Female";1;"Human Resources";"Divorced";132470;"1";14;8;0;15;3;15;11;11;3;"3";"";"";"";""
4131;"3";"2";"3";41;"Travel_Rarely";"Research & Development";1;5;"Medical";1;"Male";1;"Healthcare Representative";"Divorced";40810;"2";13;8;0;14;3;5;0;4;3;"3";"";"";"";""
4132;"4";"1";"3";32;"Travel_Rarely";"Sales";9;4;"Life Sciences";1;"Female";2;"Research Scientist";"Single";57690;"1";11;8;0;4;3;4;1;2;3;"3";"";"";"";""
4133;"3";"4";"3";35;"Travel_Rarely";"Research & Development";16;3;"Medical";1;"Female";2;"Healthcare Representative";"Single";23940;"1";16;8;1;9;3;9;1;7;3;"3";"";"";"";""
4134;"1";"4";"3";38;"Travel_Rarely";"Research & Development";23;3;"Medical";1;"Male";3;"Sales Representative";"Married";39040;"1";22;8;0;10;3;10;1;9;2;"4";"";"";"";""
4136;"2";"4";"2";36;"Travel_Rarely";"Research & Development";22;4;"Life Sciences";1;"Male";1;"Healthcare Representative";"Married";29500;"4";14;8;0;8;1;6;0;0;2;"3";"";"";"";""
4137;"4";"3";"3";45;"Travel_Rarely";"Sales";24;3;"Life Sciences";1;"Male";1;"Laboratory Technician";"Single";36290;"8";16;8;1;8;2;5;0;1;4;"3";"";"";"";""
4138;"3";"3";"3";40;"Travel_Rarely";"Sales";10;4;"Life Sciences";1;"Male";1;"Research Scientist";"Single";93620;"2";11;8;1;8;6;2;2;2;3;"3";"";"";"";""
4139;"3";"3";"4";35;"Travel_Frequently";"Sales";7;2;"Life Sciences";1;"Male";2;"Manufacturing Director";"Married";32290;"1";25;8;0;10;2;10;0;2;2;"4";"";"";"";""
4140;"3";"3";"3";40;"Travel_Rarely";"Research & Development";17;4;"Life Sciences";1;"Male";1;"Manager";"Married";35780;"2";14;8;1;20;2;5;0;2;3;"3";"";"";"";""
4141;"3";"4";"3";35;"Travel_Rarely";"Human Resources";14;1;"Life Sciences";1;"Male";2;"Research Scientist";"Married";79880;"1";18;8;0;4;3;4;1;1;3;"3";"";"";"";""
4142;"4";"2";"3";29;"Travel_Rarely";"Research & Development";1;3;"Medical";1;"Male";3;"Sales Executive";"Married";42840;"4";11;8;0;10;5;4;0;3;2;"3";"";"";"";""
4143;"4";"1";"1";29;"Travel_Rarely";"Research & Development";5;3;"Medical";1;"Male";2;"Sales Representative";"Single";75530;"1";19;8;0;5;3;5;0;4;3;"3";"";"";"";""
4145;"2";"4";"2";39;"Travel_Rarely";"Sales";25;3;"Medical";1;"Male";2;"Sales Executive";"Married";197010;"0";11;8;0;21;3;20;9;6;4;"3";"";"";"";""
4146;"2";"1";"3";31;"Non-Travel";"Research & Development";8;4;"Life Sciences";1;"Female";4;"Sales Executive";"Single";147320;"0";12;8;0;10;3;9;1;7;3;"3";"";"";"";""
4147;"4";"3";"3";26;"Travel_Rarely";"Research & Development";11;4;"Medical";1;"Male";2;"Manager";"Single";92780;"0";20;8;0;5;3;4;0;0;3;"4";"";"";"";""
4148;"3";"4";"3";36;"Travel_Frequently";"Research & Development";5;1;"Technical Degree";1;"Male";1;"Sales Executive";"Married";13590;"4";12;8;0;17;2;5;0;3;3;"3";"";"";"";""
4149;"4";"1";"3";39;"Travel_Rarely";"Research & Development";2;1;"Medical";1;"Female";1;"Research Scientist";"Married";47790;"4";14;8;2;9;3;7;1;7;3;"3";"";"";"";""
4150;"2";"2";"3";27;"Travel_Rarely";"Research & Development";8;2;"Medical";1;"Male";1;"Laboratory Technician";"Married";164220;"1";20;8;1;6;3;6;0;3;3;"4";"";"";"";""
4151;"4";"2";"2";49;"Travel_Frequently";"Research & Development";6;1;"Medical";1;"Male";3;"Healthcare Representative";"Married";29960;"2";18;8;1;17;2;9;0;8;2;"3";"";"";"";""
4152;"2";"3";"4";34;"Travel_Rarely";"Sales";4;3;"Medical";1;"Female";1;"Sales Executive";"Married";12610;"2";14;8;1;6;6;4;1;2;3;"3";"";"";"";""
4154;"3";"2";"3";49;"Travel_Frequently";"Sales";1;4;"Life Sciences";1;"Female";2;"Manufacturing Director";"Married";58100;"1";21;8;1;10;2;10;1;7;3;"4";"";"";"";""
4156;"4";"3";"3";33;"Travel_Frequently";"Research & Development";10;2;"Medical";1;"Male";2;"Research Scientist";"Married";34200;"1";14;8;0;8;3;8;3;0;3;"3";"";"";"";""
4157;"1";"2";"3";27;"Travel_Rarely";"Sales";5;4;"Medical";1;"Female";4;"Manufacturing Director";"Married";44000;"9";17;8;1;6;3;2;2;2;2;"3";"";"";"";""
4158;"4";"4";"2";32;"Travel_Frequently";"Research & Development";9;2;"Medical";1;"Female";2;"Research Scientist";"Single";35000;"0";16;8;1;8;2;7;3;6;2;"3";"";"";"";""
4159;"3";"1";"2";59;"Travel_Rarely";"Sales";2;2;"Marketing";1;"Female";5;"Sales Representative";"Married";20660;"4";12;8;1;12;3;1;0;0;3;"3";"";"";"";""
4160;"4";"3";"3";30;"Travel_Rarely";"Research & Development";11;4;"Medical";1;"Male";2;"Laboratory Technician";"Divorced";171690;"1";17;8;2;1;2;1;0;0;3;"3";"";"";"";""
4161;"4";"3";"3";38;"Travel_Frequently";"Sales";18;4;"Life Sciences";1;"Male";2;"Healthcare Representative";"Single";41620;"0";15;8;1;10;1;9;1;8;3;"3";"";"";"";""
4162;"3";"3";"2";36;"Travel_Rarely";"Research & Development";7;3;"Life Sciences";1;"Male";1;"Sales Executive";"Married";92040;"6";23;8;1;17;2;7;7;7;3;"4";"";"";"";""
4163;"1";"2";"3";35;"Travel_Rarely";"Human Resources";3;4;"Human Resources";1;"Male";2;"Manager";"Married";32940;"0";11;8;0;6;2;5;0;3;3;"3";"";"";"";""
4164;"4";"3";"3";29;"Travel_Rarely";"Sales";29;4;"Life Sciences";1;"Male";2;"Laboratory Technician";"Single";21270;"0";11;8;1;10;3;9;0;8;2;"3";"";"";"";""
4165;"1";"3";"2";31;"Travel_Rarely";"Research & Development";2;2;"Medical";1;"Male";2;"Laboratory Technician";"Divorced";39750;"1";15;8;1;5;3;5;4;3;3;"3";"";"";"";""
4166;"2";"4";"3";34;"Travel_Rarely";"Research & Development";28;3;"Technical Degree";1;"Male";1;"Laboratory Technician";"Divorced";107930;"0";11;8;3;3;1;2;1;2;2;"3";"";"";"";""
